ID,SIRUTA,Yhat.HET
401,119750,-0.024233626
310,114453,0.057451147
361,117275,-0.055136187
407,120076,0.019568884
383,118691,0.060234632
309,114417,0.11884622
403,119858,-0.043766837
382,118637,-0.05705356
368,117667,-0.023005678
393,119386,-0.064669548
306,114319,0.111937243
376,118281,0.01440208
308,114382,0.042404761
313,114710,-0.056530842
355,116867,0.01938994
339,116046,-0.016583543
380,118511,-0.037572051
404,119894,0.007654795
334,115824,-0.037203332
384,118753,0.089920236
370,117827,-0.074811729
347,116439,-0.056873994
307,114355,0.074034768
343,116288,0.056987702
381,118575,-0.028996946
318,114970,0.035049215
357,116983,0.012821246
395,119466,0.037343613
392,119331,-0.065139806
354,116796,-0.047082194
324,115236,-0.065614204
399,119661,0.019946761
346,116395,-0.024506475
341,116171,-0.023876028
331,115637,-0.002061816
375,118209,0.006538986
333,115771,-0.060413029
413,120343,-0.009495852
325,115307,-0.005876303
356,116938,-0.017729671
409,120174,-0.0229256
317,114925,-0.080118992
379,118469,-0.006309686
320,115076,-0.046246599
410,120218,-0.023844687
312,114603,0.031967597
329,115575,-0.004504649
311,114514,0.024554635
348,116493,0.029449739
411,120254,0.01128714
390,119206,0.050285963
323,115183,0.0339012
420,120511,-0.021421035
374,118094,-0.000171636
358,117042,0.003644896
416,120478,0.012504623
417,120487,0.067927721
371,117925,0.082333116
326,115389,0.009690572
419,120502,0.020667589
418,120496,-0.012775809
316,114854,-0.051353492
209,108552,-0.007638343
189,107715,0.015763637
221,108945,0.011442117
162,106620,0.007735638
180,107350,-0.032864647
210,108598,-0.013729949
207,108473,-0.018076769
161,106559,-0.021927207
211,108614,-0.015059436
212,108632,-0.026398165
178,107270,-0.021749676
163,106648,-0.022623708
206,108455,-0.040957502
197,108151,-0.017113729
168,106979,-0.031658693
156,106318,0.013702298
214,108696,-0.022799477
205,108400,-0.032678332
185,107546,-0.047427288
223,109005,-0.046276555
193,107975,-0.007187584
159,106461,0.049926882
222,108963,-0.032253774
200,108240,-0.036391192
232,109504,-0.030581797
188,107662,0.024754605
184,107519,-0.058418995
164,106684,0.026369664
181,107403,-0.018731593
165,106746,-0.017345863
1622,179604,-0.088317799
183,107485,-0.055180876
198,108204,-0.036110143
225,109096,-0.002085115
166,106782,-0.060757329
203,108348,-0.016664699
219,108892,-0.050593018
194,108017,-0.04070952
169,107001,0.051041021
175,107154,-0.069612649
218,108874,-0.019340507
158,106407,0.102318306
186,107582,-0.054900484
196,108106,-0.015383884
195,108035,0.006125176
157,106363,0.056803296
172,107083,-0.020224667
215,108712,0.046402409
199,108222,-0.056620212
192,107920,-0.04355352
190,107733,-0.00863329
174,107118,-0.039648151
208,108491,0.034966027
201,108268,0.010992845
227,109176,-0.03940062
167,106817,-0.036798957
171,107047,-0.01656695
176,107190,-0.011008031
228,109265,-0.056024176
177,107234,-0.039712369
204,108366,-0.027259324
230,109425,-0.020248594
229,109354,-0.025445319
182,107430,-0.026351068
191,107868,-0.043638238
1645,179837,0.013203373
1646,179846,0.082306264
217,108794,0.05589762
220,108918,-0.033162865
1647,179855,-0.001968411
224,109041,-0.0423596
1624,179622,-0.048837723
1648,179864,-0.016836446
179,107314,-0.044280062
1623,179613,-0.05055469
213,108669,-0.058395713
236,110027,-0.042283567
235,109924,-0.079450707
273,112370,-0.095963639
284,112995,-0.062200577
241,110456,-0.093482122
240,110296,-0.031067963
283,112959,-0.10496501
270,112263,-0.094214285
296,113698,-0.072852351
252,111220,-0.085476176
245,110688,-0.071136265
262,111818,-0.073845923
259,111685,-0.065168833
271,112334,-0.056391219
269,112245,-0.05514186
295,113625,-0.064689217
237,110063,-0.056374015
248,110875,-0.056638109
274,112469,-0.037852524
277,112664,-0.062738806
247,110820,0.000937217
251,111097,-0.068125217
282,112904,-0.103618381
233,109773,-0.036993338
253,111275,-0.070565592
268,112129,-0.049714602
238,110116,-0.096620009
234,109826,-0.004938809
288,113233,-0.053786372
301,113974,-0.053425277
265,111989,-0.068042762
292,113518,-0.082483372
294,113607,-0.071863918
297,113732,-0.114666207
267,112076,-0.020471091
250,111006,-0.074398347
264,111916,-0.093373473
246,110740,-0.073056949
276,112600,-0.044605902
249,110946,0.012882282
258,111587,-0.090651043
256,111480,-0.002255055
286,113153,-0.058811512
243,110571,-0.113241787
290,113466,-0.056970123
299,113894,-0.012588531
280,112806,-0.104488035
239,110232,-0.065322691
263,111863,-0.024353147
275,112548,-0.022762031
242,110535,-0.140957177
254,111417,-0.08286604
300,113929,-0.098471583
289,113395,-0.087287434
266,112030,-0.053361756
279,112771,-0.073602131
287,113206,-0.027774998
257,111550,-0.087012883
255,111444,-0.066234866
278,112744,-0.071589697
291,113493,-0.054102615
298,113849,-0.03865836
303,114060,-0.070942638
261,111783,-0.063800972
304,114079,-0.069567041
281,112879,-0.028862469
3095,95943,-0.042011456
3090,95667,-0.063688915
3145,98337,-0.056213656
3164,99370,-0.059161803
3112,96815,-0.040727134
4,100148,-0.046055951
3159,99101,-0.043202679
3157,98998,-0.045948068
3084,95355,-0.034376498
3122,97321,-0.051008691
3150,98649,-0.014519468
3103,96334,-0.052738581
3099,96147,-0.060758785
3129,97606,-0.035073978
3106,96478,-0.026551865
3171,99879,-0.008837797
3166,99478,-0.039402667
3,100086,-0.027377525
1,100004,0.055100097
3142,98257,0.041224339
3094,95872,-0.0367763
3148,98505,0.118888111
3117,97009,-0.021105326
3119,97090,0.075232547
3152,98738,0.053753519
3109,96637,-0.021307366
3173,99968,-0.039898873
3153,98774,-0.03668282
3110,96664,-0.016705836
3086,95391,-0.03982615
3092,95747,0.069921661
3093,95792,0.018967307
3130,97679,0.133829993
3116,96940,0.005881386
3141,98220,-0.044559105
3096,96003,0.039141747
3146,98373,-0.010914418
3081,95159,0.077718248
3135,97919,0.204796916
3079,95060,0.230745258
3126,97465,-0.044565555
3160,99165,-0.045268873
3131,97722,-0.010314354
3087,95471,-0.000270702
3161,99209,-0.039762096
3097,96058,0.000869352
3172,99922,0.005523428
3147,98435,-0.006297398
3089,95612,-0.051021295
3158,99058,0.009779518
3139,98168,-0.035974165
3127,97517,0.114386885
3083,95293,0.093113517
3101,96254,0.215937813
3143,98300,-0.033629701
3080,95088,0.07207847
3149,98603,-0.024171585
3125,97438,-0.031721339
3104,96370,-0.025954242
5,100219,0.069686946
3098,96110,-0.034197939
3154,98827,0.006534527
3132,97777,0.00413086
3138,98113,0.212447231
3105,96423,-0.046108455
3123,97394,-0.038618883
3113,96888,0.118583647
3169,99673,-0.026784329
3134,97875,-0.01094957
3151,98685,-0.051129418
3121,97241,-0.002083968
3120,97189,-0.012180308
3111,96717,-0.039826305
3100,96192,-0.028989901
3156,98916,0.044204716
3170,99780,-0.062664078
3128,97553,-0.017628791
3140,98202,-0.054537689
3115,96904,-0.04409331
3165,99441,-0.005652654
3108,96593,-0.059347204
6,100273,-0.035312714
3137,98051,-0.045427361
14,100362,-0.073936616
7,100282,-0.041812621
3088,95499,4.10503E-05
8,100308,-0.051955655
3162,99290,0.033412803
3118,97063,-0.042910263
9,100317,-0.066135919
10,100326,-0.033229683
3167,99539,-0.020698737
3133,97811,-0.03626665
11,100335,-0.017687242
12,100344,-0.059574349
3168,99600,-0.039888107
13,100353,0.348035131
3082,95239,0.200771768
103,103960,-0.066168902
87,103283,-0.086646067
22,100709,-0.099469417
150,105794,-0.089856515
3065,94429,-0.055918663
3046,93717,-0.115416372
24,100754,-0.075226651
3074,94688,-0.009777407
3018,92765,-0.06764985
3055,94045,-0.104641309
21,100683,-0.043989612
23,100736,-0.02886779
27,100852,-0.078487315
3061,94269,-0.082049873
3057,94107,-0.069714893
3016,92658,-0.059063526
3066,94456,-0.113995276
101,103862,-0.077956168
3042,93600,-0.071288395
75,102749,-0.024272033
3027,93067,-0.088111605
3040,93575,-0.050790879
3021,92836,-0.014079437
3077,94795,-0.057669773
3043,93628,-0.022823279
33,101056,-0.047159265
3059,94161,-0.04198779
29,100923,-0.079005762
3029,93101,-0.063143562
3022,92872,-0.06542044
3068,94535,-0.020464999
131,105026,0.03668151
3063,94330,-0.07086937
73,102641,0.00172759
3056,94081,-0.027682127
3030,93156,-0.029739095
3025,92989,-0.052556158
3067,94492,-0.038251567
3017,92701,-0.054492635
1640,179784,-0.046416103
62,102240,-0.001353834
3019,92783,-0.055729137
1641,179793,-0.060880711
1659,179971,-0.114765836
3031,93209,-0.079510894
38,101243,-0.035163762
1642,179800,-0.084233495
3032,93236,-0.021420449
1660,179980,-0.030379077
74,102703,-0.051888468
1661,179999,-0.040292663
3026,93021,-0.001932347
1643,179819,-0.018272131
3064,94376,0.004100719
1662,180000,-0.038340752
1644,179828,-0.027976097
113,104270,-0.023883238
1663,180019,-0.096061927
3023,92907,-0.082087173
3047,93735,-0.058548256
1632,179702,-0.09613591
3044,93646,-0.035790369
3054,93995,-0.030700697
1668,180064,-0.084319566
28,100870,0.001112985
1666,180046,-0.02756881
117,104421,-0.031187675
53,101902,-0.008685958
95,103513,0.024941482
121,104546,0.114170045
135,105160,0.069132722
92,103443,0.032833247
112,104243,0.122216338
30,100969,0.198265872
122,104582,0.0567439
68,102473,0.180497738
60,102160,0.198002885
18,100576,0.137564693
145,105570,0.253999812
142,105419,0.177585608
1617,179481,0.300752813
26,100834,0.270399074
1616,179463,0.21365681
84,103130,0.146636365
1607,179132,0.243882711
1620,179551,0.302595435
1610,179285,0.282178409
72,102605,0.260168337
39,101298,0.070301385
1611,179310,0.199185251
1618,179515,0.127808628
55,101957,0.201802153
1609,179249,0.188689954
71,102570,0.338084548
49,101742,0.131605476
1612,179347,0.238368608
1608,179221,0.221177948
57,102035,0.226914256
1619,179533,0.205248436
1615,179409,0.028751771
1613,179383,0.12275925
61,102213,0.306128475
35,101145,0.196428746
69,102525,0.088214499
154,105936,0.052777458
70,102543,0.035023517
1621,179588,0.053442938
2888,83936,-0.01906125
2884,83632,-0.03671614
2893,84148,-0.040837432
2880,83491,-0.005865216
2927,86133,-0.025223428
2917,85528,-0.033566649
2901,84460,-0.074887665
2898,84344,-0.021688213
2924,85877,-0.039387739
2883,83561,-0.037559254
2915,85412,-0.028484001
2903,84594,-0.004520744
2902,84558,-0.012385234
2921,85760,-0.020961666
2925,85920,-0.001962144
2905,84656,-0.031867416
2891,84086,-0.007864337
2879,83464,-0.011963535
2914,85341,0.01967414
2931,86339,-0.022308331
2930,86311,-0.003116833
2906,84754,-0.017447624
2932,86366,0.010864416
2894,84175,0.008746418
2910,85074,-0.020360394
2886,83785,-0.017653431
2907,84825,0.039645621
2897,84264,0.053132229
2900,84415,0.008332585
2889,83963,-0.00113943
2885,83749,0.008035766
2877,83375,0.040018019
2890,83981,0.021342163
2887,83847,-0.011460329
2926,85984,0.027238899
2876,83320,0.015994006
2916,85467,-0.013456616
2913,85289,-0.026594542
2875,83197,0.010748916
2873,83133,0.029886721
2904,84629,0.0100522
2908,84923,0.010173996
2881,83525,-0.002975354
2909,85056,-0.00702575
2918,85582,0.015231083
2923,85840,-0.005202176
2929,86222,0.004847261
2928,86188,0.007457608
2899,84380,0.021264186
2912,85243,-0.050746887
2878,83428,-0.096825124
2939,86495,0.002919354
2919,85626,-0.0014235
2936,86461,0.039159194
2934,86446,-0.02192068
2922,85788,-0.004526463
2937,86479,0.034431763
2920,85680,0.081342323
2941,86519,-0.002712674
2933,86438,-0.006410295
2895,84237,-0.016853155
2938,86487,0.021718509
2911,85127,0.005601266
2940,86501,0.01992044
2874,83151,0.043462148
2892,84102,-0.024421461
2935,86453,-0.01343475
2973,88920,-0.106002205
3003,91447,-0.122040681
2967,88350,-0.069040563
2960,87745,-0.070288097
2996,90805,-0.061531844
3008,91795,-0.130066379
2971,88788,-0.058286147
2954,87291,-0.12057011
2955,87362,-0.094598877
2972,88868,-0.102484493
3012,92177,-0.110807657
2961,87843,-0.0728534
2988,90208,-0.097729656
3011,92097,-0.113666348
2964,88092,-0.087897898
2981,89687,-0.117379926
3009,91937,-0.069269982
2969,88546,-0.066624548
2980,89561,-0.109659904
2975,89080,-0.096943675
2977,89240,-0.045381593
2983,89856,-0.076458247
3002,91330,-0.008971543
2994,90663,0.002955432
2982,89801,-0.022520356
2984,89954,-0.076950049
2979,89428,-0.07644591
3010,91982,-0.012357463
2959,87665,0.025761273
2942,86687,-0.011594727
2998,90994,-0.014688865
2958,87638,-0.023789834
2943,86749,0.021577849
3006,91688,-0.020812716
2976,89151,-0.022275798
2992,90431,-0.001036579
2963,88047,-0.02892796
2990,90262,-0.015167136
2966,88261,-0.023703862
2944,86810,-0.029046188
2956,87424,-0.046565327
2985,90066,-0.07293417
2945,86883,-0.031321561
2991,90342,-0.029832543
2974,89026,-0.090903528
2968,88449,-0.020499248
2946,86936,-0.02298639
2970,88644,-0.035703733
3004,91535,-0.063056741
2986,90119,-0.038345087
2957,87576,-0.011472156
2995,90725,-0.036941108
3007,91731,-0.043919725
3001,91232,-0.02547701
2978,89348,-0.029204303
3005,91624,-0.046722176
2993,90538,-0.047245944
2949,87077,-0.07961366
2947,86990,-0.049183969
3000,91116,-0.049658654
2962,87996,-0.041634485
2997,90878,-0.04474039
2999,91054,-0.074586195
2953,87246,-0.030292436
2951,87175,-0.056992283
2952,87219,-0.061796461
2948,87059,-0.071838703
2950,87139,-0.061243831
83,103087,0.012307322
76,102794,0.000319952
147,105623,0.037557948
155,105972,-0.007815604
36,101163,0.060160436
64,102348,-0.007724176
37,101190,-0.003117074
128,104831,-0.035221162
91,103407,0.0155969
118,104485,0.008699785
111,104225,-0.020891863
41,101378,-0.008097677
45,101617,0.094037185
108,104136,0.045583655
56,101984,-0.035606198
43,101519,0.018938512
25,100781,0.014776412
98,103693,-0.033378666
152,105874,0.076098508
105,104047,-0.028862807
58,102071,-0.013938401
132,105106,-0.036411663
86,103238,-0.08642861
149,105776,-0.022068335
59,102106,-0.048928889
46,101662,-0.047559226
90,103372,-0.06331589
130,104975,-0.068108925
140,105348,-0.064359641
107,104118,-0.054180388
124,104680,-0.079547259
94,103470,-0.074913216
127,104788,-0.092097114
102,103899,-0.084873834
31,101001,-0.066830865
67,102446,-0.075411884
1156,154709,-0.088074105
78,102909,-0.061437257
89,103354,-0.074294794
138,105295,-0.009398347
119,104519,-0.075209249
125,104715,-0.084196406
88,103309,-0.100921364
16,100521,-0.06710063
17,100549,-0.067703187
85,103194,-0.098326014
1636,179748,0.046443606
104,103997,0.08251954
1639,179775,0.100508222
1637,179757,-0.040097935
1638,179766,-0.073363597
97,103639,-0.066056036
153,105909,-0.089407748
1635,179739,-0.062421855
2738,75356,-0.104780383
2742,75613,-0.04302473
2737,75338,-0.092978988
2776,77028,-0.060641296
2748,75864,-0.116135208
2762,76497,-0.033289672
2761,76406,-0.049692416
2746,75766,-0.075758098
2756,76175,-0.063705659
2749,75917,-0.024158394
2766,76638,-0.081272177
2747,75819,-0.028882798
2783,77288,-0.089384664
2750,75953,-0.029988767
2789,77509,-0.058114903
2786,77377,-0.042019389
2744,75686,-0.068759288
2773,76932,-0.101981429
2782,77260,-0.061353943
2788,77475,-0.060731251
2739,75472,-0.06106868
2751,76004,-0.070078499
2768,76692,-0.024253609
2790,77536,-0.07185009
2734,75203,-0.031458957
2752,76040,-0.019023713
2757,76255,-0.089863777
2743,75668,-0.069677624
2769,76718,-0.063686589
2755,76157,-0.047009035
2735,75221,-0.024707298
2770,76745,-0.007655245
2740,75515,-0.021509523
2754,76139,-0.032184443
2777,77082,-0.037188366
2758,76282,-0.062850687
2787,77402,-0.029755648
2778,77126,-0.064903668
2763,76558,-0.035282549
2753,76111,-0.067064251
2765,76601,-0.045783988
2759,76317,-0.022966036
2774,76969,-0.039697732
2781,77224,0.015011401
2767,76674,-0.05021612
2785,77331,0.084915931
2731,75098,0.026370181
2784,77313,-0.057294334
2760,76353,-0.071310097
2775,76996,-0.051827897
2779,77153,0.037663328
2733,75150,0.079500703
2771,76763,-0.071709402
2764,76585,-0.023654703
2732,75114,0.054829737
2745,75711,0.042922901
2780,77180,-0.032314455
2794,77595,0.006698568
2736,75258,-0.035431795
2792,77579,-0.048290868
2793,77587,-0.037195479
2772,76807,-0.022501467
2741,75542,-0.063752116
2791,77561,-0.087229848
2827,79834,-0.061421665
2802,78258,-0.046866951
2849,81380,-0.054090598
2810,78711,-0.036405769
2819,79308,-0.043028781
2843,80908,-0.043997109
2860,82136,-0.035493141
2858,81987,-0.064430383
2852,81576,-0.040442025
2865,82430,-0.051786977
2846,81095,-0.049500305
2847,81184,-0.018887549
2799,78089,-0.03751531
2820,79362,-0.052421772
2806,78542,-0.05107859
2855,81754,-0.03611926
2813,78873,-0.059137655
2839,80677,-0.020307445
2811,78748,-0.056402474
2809,78668,-0.014400313
2850,81415,-0.061735152
2796,77812,-0.045317571
2851,81497,-0.065300274
2797,77910,-0.000498854
2857,81861,-0.030898308
2805,78472,-0.04508587
2864,82396,-0.003533123
2835,80427,-0.037901784
2830,80123,-0.019680129
2798,78016,0.038128057
2803,78329,-0.054655697
2826,79736,-0.045290073
2821,79406,-0.05746798
2814,78926,-0.047646221
2834,80365,-0.063965365
2825,79656,-0.023243618
2840,80711,-0.057971834
2841,80766,-0.065024607
2838,80613,-0.065730639
2804,78454,-0.072184466
2833,80285,0.021277718
2812,78828,-0.06808261
2801,78141,-0.028705905
2842,80846,-0.02129982
2861,82243,-0.083483915
2824,79585,-0.054150122
2856,81816,-0.064075418
2871,82831,-0.074736729
2845,80980,-0.062129862
2829,80043,-0.091122278
2832,80249,-0.077807115
2807,78604,-0.058797489
2859,82047,-0.074204742
2848,81264,-0.02743082
2869,82733,-0.043675655
2836,80506,-0.095772677
2854,81656,-0.087469093
2823,79497,-0.069163476
2867,82617,-0.039743359
2816,79077,-0.09311531
2870,82779,-0.055256845
2866,82555,-0.058605478
2817,79157,-0.071568668
2828,79932,-0.052286412
2863,82314,-0.072971292
2818,79237,-0.044129891
2868,82680,-0.046494202
2837,80560,-0.046407729
2872,82895,0.014802403
2815,79004,-0.028338383
2640,71340,-0.074507715
2684,73371,-0.07862248
2621,70414,-0.051190848
2680,73102,-0.036027087
2636,71055,0.022294715
2629,70744,-0.093833149
2637,71126,-0.017264639
2671,72677,-0.025056381
2704,74171,-0.102964323
2701,74073,-0.034725157
2672,72819,-0.132626405
2648,71723,-0.081517024
2618,70174,0.01328283
2681,73246,-0.011813148
2653,71910,-0.018496261
2669,72604,-0.132759748
2633,70968,-0.159774859
2706,74242,-0.135811193
2616,70094,0.009547922
2664,72409,0.071826768
2634,70986,-0.139386024
2703,74135,-0.16771702
2639,71260,-0.0036334
2643,71536,-0.131780187
2690,73629,0.115043727
2614,69900,0.104074062
2698,73923,-0.004177244
2715,74616,-0.102923628
2716,74705,-0.128274252
2708,74359,-0.072555691
2615,69964,-0.022508667
2687,73503,-0.072694006
2617,70110,0.072478303
2660,72150,-0.084649808
2700,74028,-0.073801364
2692,73709,-0.090158083
2718,74750,-0.033410958
2674,72926,-0.050204512
2709,74411,-0.066885621
2717,74732,-0.077187671
2711,74509,0.085130645
2642,71518,-0.083652976
2707,74322,0.035958989
2641,71457,-0.045946108
2673,72882,-0.057502786
2712,74536,-0.060998796
2658,72052,-0.085330011
2644,71572,-0.044723814
2649,71787,-0.097393587
2623,70502,-0.032287158
2675,72953,-0.03347044
2683,73335,-0.05765676
2628,70726,-0.052933315
2663,72383,-0.079921598
2661,72221,-0.016899237
2646,71634,-0.087722449
2647,71698,-0.026991397
2678,73031,-0.064001236
2619,70316,-0.068049894
2705,74224,-0.072646803
2667,72533,-0.05296633
2682,73317,-0.074172475
2624,70520,-0.047506416
2713,74554,-0.069041339
2620,70352,-0.111780048
2714,74581,-0.068703038
2659,72098,-0.068349166
2693,73736,-0.077218822
2632,70940,-0.071257399
2654,71956,-0.047695351
2626,70637,-0.088512548
2702,74108,-0.039051412
2651,71858,-0.048427247
2697,73905,-0.034473142
2677,73013,-0.087677039
2631,70897,-0.040144924
2668,72579,-0.083852598
2699,73996,-0.069133037
2676,72980,-0.099334282
2657,72034,-0.074800709
2665,72463,-0.060330392
2656,72007,-0.086810688
2688,73567,-0.02942514
2645,71607,-0.02638914
2630,70879,-0.066525268
2685,73460,-0.007610607
2719,74842,-0.049328766
2720,74859,0.243751294
2652,71885,0.134542126
2721,74867,-0.08977516
2670,72640,-0.075677646
2625,70566,0.024807965
2722,74875,-0.045408864
2723,74883,-0.065078538
2627,70673,-0.080992298
2724,74891,-0.085737994
2666,72506,-0.063113304
2650,71812,-0.061197738
2689,73594,-0.056785279
2691,73665,-0.064791613
2725,74907,-0.061975745
2679,73068,0.080238619
2726,74915,0.046929031
2727,74923,-0.063050542
2696,73852,-0.047164843
2728,74931,-0.116579015
2694,73772,-0.061017364
2729,74949,-0.081563602
2638,71199,-0.032564643
2662,72276,-0.102231053
2730,74956,-0.09714744
2587,68182,-0.010994948
2598,68716,-0.061616936
2592,68404,-0.052170073
2596,68565,-0.063600248
2555,66330,-0.06029904
2607,69303,-0.046520297
2557,66438,-0.059762165
2583,67942,-0.07518057
2609,69394,-0.069130066
2540,65609,-0.037142597
2611,69526,-0.043751139
2612,69615,-0.051345957
2548,65921,-0.081826489
2541,65645,-0.024957953
2610,69447,-0.069361863
2603,69063,-0.064913137
2559,66526,-0.019859944
2546,65869,-0.03656403
2574,67522,-0.019087121
2601,68921,-0.027525037
2590,68324,-0.023845157
2538,65477,0.007446615
2535,65413,-0.020188823
2545,65841,-0.037287016
2534,65379,-0.007462055
2536,65431,0.02757167
2581,67835,-0.036913855
2584,68002,-0.020641921
2575,67595,-0.013113462
2579,67737,-0.003497857
2533,65342,0.00475136
2572,67407,-0.005212018
2578,67675,-0.01882854
2539,65501,0.006990177
2558,66474,-0.022878292
2562,66731,-0.008798769
2560,66580,-0.01217841
2552,66198,-0.038476527
2570,67292,-0.038233064
2573,67470,-0.030571529
2589,68280,-0.028244721
2566,67014,-0.016615935
2599,68789,-0.025084469
2568,67167,-0.041653968
2604,69170,-0.039817246
2571,67327,-0.010679057
2543,65707,-0.022387049
2577,67648,-0.018018802
2556,66401,-0.01193105
2565,66955,0.006528414
2585,68048,-0.029997876
2542,65681,-0.055050558
2561,66697,0.002866569
2595,68529,-0.03532117
116,104387,-0.008162067
44,101564,-0.007630844
2597,68627,0.005456292
2563,66768,-0.051834782
2544,65752,-0.019300378
2586,68128,-0.03022005
2551,66152,-0.000597719
2550,66081,-0.026768907
2588,68253,-0.087028877
2567,67121,-0.018364703
52,101840,0.028067899
2582,67906,-0.003907102
63,102286,0.076120759
2602,68976,-0.045526572
2591,68342,-0.003116478
144,105534,0.02536804
2594,68468,-0.017369692
134,105142,-0.019737353
2564,66857,-0.038030928
2593,68431,-0.023032977
40,101341,-0.012715961
2600,68887,-0.095843411
1655,179935,-0.012429786
2605,69250,-0.000589961
1652,179908,-0.045338058
2553,66223,-0.052877715
1653,179917,-0.067053839
1651,179891,-0.035301038
2580,67773,0.012221259
1654,179926,-0.096175941
2608,69330,-0.051118092
1633,179711,-0.034817011
2569,67256,-0.024042412
1626,179640,-0.04323459
2549,66009,-0.014648456
2501,64041,-0.001748919
2495,63802,-0.002685432
2523,64997,0.001109661
2519,64826,-0.02404002
2520,64871,-0.003362011
2487,63447,-0.005043337
2502,64096,-0.027600004
2493,63740,-0.051228859
2504,64194,-0.020815659
2497,63893,-0.018337418
2514,64602,-0.014510266
2494,63777,0.032835922
2503,64130,-0.013761021
2508,64345,0.017913235
2507,64318,-0.012715561
2496,63866,0.049620218
2525,65048,-0.018244236
2486,63394,0.028050887
2509,64390,0.083789635
2522,64942,0.119493696
2498,63937,-0.035394993
2488,63526,-0.097141129
2500,64005,-0.022715917
2518,64773,0.024667313
2510,64425,0.083788312
2515,64639,-0.001237139
2524,65011,-0.03099337
2505,64238,0.048250234
2489,63553,-0.05401061
2506,64265,0.015773427
2490,63580,0.004253062
2492,63688,-0.005942174
2528,65113,0.05528969
2521,64906,0.023651236
2529,65121,-0.012588237
2513,64568,-0.021256705
2531,65147,-0.023417911
2527,65105,-0.049966128
2511,64461,-0.036306507
2512,64504,-0.003198404
2530,65139,-0.032896918
2491,63633,-0.01043479
2526,65099,-0.00791781
2517,64719,-0.030891192
2532,65154,-0.036565466
2444,61808,-0.06886469
2423,60801,-0.059761527
2466,62823,-0.051557168
2433,61256,-0.068513668
2453,62253,-0.045906908
2476,63170,-0.063581489
2460,62609,-0.058016296
2439,61559,-0.040119474
2448,62020,-0.00624197
2471,63045,-0.067942559
2438,61513,0.008502527
2467,62878,0.014700282
2469,62949,-0.034403124
2452,62191,0.039804307
2468,62903,-0.004621837
2457,62440,0.011625464
2474,63152,0.016092781
2477,63189,-0.001685348
2415,60507,0.06180326
2422,60776,0.013837506
2420,60687,0.101128717
2464,62761,0.033051147
2465,62798,-0.007634483
2424,60847,0.010107875
2411,60419,0.10908499
2462,62707,-0.004015898
2427,61005,-0.058311457
2473,63125,0.061292055
2455,62360,0.098122717
2434,61283,0.023152882
2447,61951,-0.031971132
2458,62486,-0.058857316
2425,60883,-0.010126927
2440,61620,0.070648904
2449,62057,-0.046592767
2417,60570,0.102468441
2442,61675,-0.00367981
2435,61318,-0.021445121
2416,60534,0.102682076
2428,61069,-0.047885584
2459,62538,-0.033886074
2412,60455,-0.019822968
2472,63072,0.03236534
2443,61737,-0.044905709
2475,63161,-0.044926099
2432,61210,-0.017363415
2478,63198,-0.004372015
2418,60598,0.056910553
2446,61871,-0.050775794
2461,62672,0.009781094
2437,61452,0.0030604
2414,60482,0.005568278
2430,61167,-0.048460367
2456,62397,-0.043913819
2426,60945,0.006016305
2419,60632,0.03055624
2450,62137,0.00458801
2481,63294,0.035308021
2480,63286,0.046736324
2421,60721,0.052425435
2429,61121,0.024563611
2482,63300,0.015512417
2436,61372,-0.034862952
2485,63334,-0.018724599
2470,62985,-0.039922997
2484,63326,-0.043387289
2445,61826,-0.044064623
2479,63278,-0.056433712
2483,63318,-0.002802861
2454,62280,0.024225518
2322,54537,-0.019056763
2282,52785,-0.003803873
2295,53247,-0.031627445
2308,53728,-0.035490392
2305,53639,-0.059099643
2309,53755,-0.018201753
2259,51500,-0.045308488
2269,51877,-0.025865155
2300,53372,-0.005392963
2285,52936,-0.010249499
2325,54699,-0.019102846
2273,52062,-0.001659264
2253,51207,-0.043772101
2247,50969,-0.026371823
2281,52758,-0.01588492
2324,54617,-0.039080365
2256,51332,-0.070449498
2294,53210,-0.061691217
2278,52650,-0.042467312
2262,51626,-0.041367966
2249,51010,-0.058353174
2301,53425,-0.045165564
2244,50790,-0.06260131
2248,50987,-0.024343378
2283,52856,-0.03592242
2279,52696,-0.042233837
2319,54412,-0.035034261
2317,54350,-0.016780771
2293,53167,-0.048158326
2265,51699,-0.015432453
2316,54305,-0.068181546
2260,51546,-0.059149307
2266,51751,-0.009038503
2267,51804,-0.062787937
2286,52954,-0.050821688
2320,54485,-0.010563266
2287,52990,-0.036924654
2321,54500,-0.052286856
2263,51662,-0.065365017
2312,54056,-0.042605575
2272,52035,-0.058304893
2315,54270,-0.068054282
2252,51118,-0.074400953
2323,54573,-0.009326314
2245,50889,-0.113759948
2254,51243,-0.073662036
2304,53577,-0.082117777
2257,51387,-0.022635257
2306,53675,-0.009699745
2261,51573,-0.065950729
2297,53327,-0.108657421
2292,53130,-0.106384797
2270,51948,-0.020007722
2271,51984,-0.023456183
2280,52721,-0.108162383
2276,52160,-0.081576543
2289,53069,-0.117460532
2310,53791,-0.069514318
2298,53345,-0.032296982
2291,53103,-0.084739006
2313,54109,-0.069456255
2275,52115,-0.101165174
2288,53023,-0.098284756
2303,53513,-0.034798238
2296,53274,-0.073711297
2268,51840,-0.081985728
2255,51305,-0.078235098
2307,53700,-0.09257027
2251,51056,-0.08038926
2277,52570,-0.10774677
2314,54163,-0.098169306
