ID,SIRUTA,Yhat.HET
1147,154344,-0.123817536
1174,155154,-0.144628447
1107,152902,-0.098054161
1087,152172,-0.097983227
1198,156259,-0.015378887
1188,155724,-0.014041081
1183,155528,-0.031158384
1236,158109,0.014006665
1259,159213,0.009467069
1252,158859,0.002339464
1234,158010,0.058455583
1244,158528,0.046674913
1194,156035,0.040100362
1196,156151,0.016194313
1233,157969,-0.023922241
1202,156437,-0.008222386
1223,157451,0.002471884
1246,158608,-0.009299196
1238,158181,0.120294792
1247,158653,0.19531148
1226,157585,-0.043167078
1187,155662,-0.050310127
1241,158314,0.026492073
1211,156801,-0.097915203
1228,157736,-0.019658022
1217,157246,0.266730128
1216,157193,-0.049089238
1242,158396,0.245957614
1191,155840,-0.042547694
1182,155494,-0.024661389
1185,155546,0.004199774
1206,156589,-0.056773728
1210,156767,-0.017816077
1254,158966,-0.006987716
1175,155243,0.330841119
1245,158564,0.102490659
1237,158136,-0.070750816
1176,155261,0.174641039
1177,155289,0.401309714
1190,155797,-0.025352449
1257,159071,-0.022528531
1253,158895,-0.021871799
1203,156473,-0.019818452
1230,157834,0.240028294
1212,156927,-0.021152423
1193,155957,-0.041451779
1248,158699,0.11532735
1239,158243,0.011558252
1179,155350,-0.040290501
1258,159142,0.070118817
1178,155314,0.224801694
1195,156106,-0.018456803
1200,156311,0.10945945
1235,158065,0.132668854
1180,155403,-0.038348512
1243,158449,0.19576766
1231,157898,-0.030405217
1205,156534,-0.030660895
1260,159259,-0.004733692
1207,156623,-0.021930739
1214,157031,0.001177243
1224,157497,0.021384015
1219,157317,0.00632594
1251,158804,-0.027399386
1232,157923,0.000891926
1256,159035,-0.017801884
1213,157004,-0.001420089
1261,159339,0.016716442
1218,157273,-0.02217912
1181,155458,-0.036665685
1208,156669,-0.005725218
1220,157362,-0.028139402
1229,157781,-0.008245375
1262,159366,0.014119961
1215,157086,-0.029864841
1263,159375,-0.005892414
1199,156277,0.068991163
1189,155760,0.087234593
1264,159384,0.088883967
1265,159393,0.046907742
1227,157683,0.039433607
1266,159400,0.003792126
1201,156357,0.028739278
1225,157530,0.021351742
1273,159473,-0.003745689
1267,159419,-0.002351248
1197,156213,0.066460937
1268,159428,0.006352233
1269,159437,0.099039185
1250,158779,0.254197869
1222,157424,0.061358322
1270,159446,0.206500095
1271,159455,-0.014255029
1249,158733,0.002879712
1272,159464,0.000493935
1192,155911,0.012515676
1274,159482,-0.043199222
1209,156712,-0.028287244
1275,159491,0.024917141
1186,155591,-0.013304583
1290,160172,-0.094395631
1297,160458,-0.033827368
1284,159883,-0.110612208
1301,160617,-0.042791254
1325,161525,-0.030115057
1313,161133,-0.072111842
1318,161286,0.001614845
1287,160047,0.004469305
1278,159687,-0.046972503
1292,160261,-0.050548555
1280,159767,-0.129654531
1279,159730,-0.046588074
1305,160779,0.009834349
1276,159614,-0.011051853
1319,161302,-0.007885869
1296,160430,-0.036103395
1310,161035,-0.011262162
1298,160476,-0.047325906
1285,159945,-0.006998207
1295,160387,-0.0170415
1311,161053,-0.024161914
1308,160911,-0.075877238
1323,161464,-0.02571509
1289,160127,-0.065349155
1324,161482,-0.021589286
1299,160528,-0.053618556
1316,161231,-0.067643851
1309,160993,-0.053396278
1307,160877,-0.031578521
1315,161179,-0.036206191
1314,161151,-0.088733201
1306,160831,-0.04365046
1291,160225,-0.064072218
1294,160323,-0.070682685
1277,159650,-0.0778872
1312,161106,-0.085132994
1317,161259,-0.027799635
1322,161384,-0.083332395
1302,160644,-0.031540996
1293,160305,-0.077947911
1281,159785,-0.029726258
1286,159963,-0.067789335
1321,161348,-0.03195905
1288,160092,-0.027790352
1283,159847,-0.037946286
1327,161552,-0.03422296
1304,160724,-0.057542197
1300,160564,-0.03806115
1328,161561,-0.052874483
1326,161543,-0.070931701
1303,160680,-0.044788372
960,146655,-0.062164112
1020,149584,-0.0005245
1000,148667,-0.012870988
969,147036,0.025998987
1052,151095,0.004574279
1005,148916,-0.035649028
968,146995,0.005343479
1036,150294,0.010800526
992,148293,-0.003231808
975,147241,-0.020636038
1001,148694,0.008026573
1029,150043,0.046337716
1050,151077,0.05407833
1044,150702,-0.050262746
1055,151246,-0.088245629
959,146628,0.012802866
1056,151344,-0.057977324
1033,150196,0.009378385
1006,148970,0.014828834
1010,149183,-0.033501292
1039,150418,0.010980131
1013,149290,0.056023516
1019,149539,-0.027682711
953,146325,0.028196837
987,147937,0.068102455
1025,149833,0.071284243
965,146860,0.051768782
1048,150980,-0.005015312
1034,150221,-0.002267123
982,147633,-0.003382887
961,146708,-0.011241116
984,147713,-0.03909382
1041,150524,0.037954288
995,148426,0.003064646
1018,149502,-0.044178692
1015,149370,0.008004906
1002,148729,0.007582908
951,146263,0.120615904
954,146370,0.062492532
955,146432,0.089420373
974,147205,-0.025409581
979,147526,0.007200527
1049,151022,0.002630952
1024,149780,0.017447006
1037,150310,0.042984206
996,148453,-0.016841694
952,146281,0.088992767
1047,150935,-0.001971672
1032,150178,-0.009275663
1017,149414,0.047849857
972,147134,0.094298348
1042,150588,0.003008787
1003,148765,-0.018583986
1023,149753,-0.003034918
958,146584,0.013236889
956,146502,-0.050561576
999,148612,0.015578697
1007,149049,0.00716826
1012,149227,-0.023101263
1054,151157,0.009838467
978,147465,0.026623501
1030,150070,0.020314621
1027,149931,-0.017985036
985,147786,-0.003865749
1038,150356,-0.015656338
957,146539,-0.006228199
989,148097,-0.016638823
988,148006,-0.041090599
1014,149316,0.013900189
1035,150258,0.012117589
990,148131,-0.018756562
966,146904,-0.008556865
986,147884,-0.027592513
998,148514,-0.030169006
963,146744,-0.049090759
1021,149655,-0.026322054
1031,150114,0.000441961
970,147054,-0.002958436
971,147072,-0.031835716
1026,149851,-0.026011829
994,148382,-0.044185248
977,147358,-0.032078838
1040,150445,-0.007837124
1022,149682,-0.027918157
1070,151567,0.010174906
983,147660,-0.01344624
1067,151530,-0.007067367
1071,151576,-0.03931538
993,148328,0.021482743
1066,151521,0.052606082
1053,151120,0.061743421
1064,151503,0.022460523
1046,150891,-0.000167575
1059,151451,-0.042552354
1009,149138,-0.020160213
973,147161,0.017619881
1057,151433,-0.006884349
1063,151497,-0.026825413
991,148202,-0.012224285
1062,151488,0.010408433
1045,150766,-0.023362366
1068,151549,-0.019073534
1028,149968,-0.01887187
964,146799,0.028749642
1065,151512,-0.104255117
1061,151479,0.053683711
1008,149101,0.061096678
1058,151442,0.034387966
967,146931,0.058045736
981,147580,-0.006539454
1060,151460,0.024786375
1069,151558,0.008840542
1004,148872,0.030341308
807,139009,-0.013414283
764,136919,0.001583025
811,139170,-0.01961849
772,137274,0.002587764
767,137069,-0.027337834
810,139143,-0.012762972
783,137746,0.000128854
787,137960,0.018321772
812,139214,0.039228664
775,137407,0.004343241
790,138164,0.025188869
771,137229,-0.006104467
788,138039,0.003411783
781,137675,0.048439565
757,136599,0.021786515
794,138351,0.023730461
754,136483,0.042347751
815,139330,0.028421334
793,138280,0.052084332
789,138084,0.023825947
817,139358,0.004485129
766,137032,-0.029788036
762,136802,-0.020353881
780,137611,0.025179948
795,138431,0.04483832
813,139250,-0.023384201
778,137540,0.01907656
792,138208,0.006842154
782,137728,-0.024810155
814,139287,-0.026335811
755,136526,-0.029454515
763,136848,0.031564692
799,138618,0.035305094
818,139394,0.034853777
808,139054,-0.008549676
786,137899,-0.028468356
777,137504,-0.045645938
773,137292,-0.023439513
776,137443,0.012306225
798,138574,-0.019648061
809,139107,-0.018384977
796,138501,-0.021307238
765,136964,0.0048519
768,137103,-0.037028825
804,138869,-0.042738213
761,136768,-0.02447525
760,136713,-0.024388878
801,138734,-0.001907379
758,136642,-0.042693978
806,138921,-0.017590978
802,138770,-0.048616398
797,138538,-0.0186423
803,138805,-0.056465909
769,137130,-0.015577831
774,137363,-0.038548176
785,137844,-0.086903005
770,137185,0.053783136
1649,179873,0.041109837
1628,179677,-0.022243865
756,136553,-0.004383371
1650,179882,-0.020817149
800,138663,-0.011268894
1664,180028,0.014494102
784,137764,0.00317148
820,139740,-0.075961838
829,140244,-0.049076201
830,140280,-0.053340437
836,140501,-0.029380869
863,142177,-0.060695476
870,142550,-0.037430633
877,142881,-0.036654599
857,141786,-0.06920069
876,142854,-0.045956779
854,141580,-0.065610779
873,142710,-0.042658253
838,140583,-0.025019875
834,140477,-0.063729747
833,140440,-0.059555254
860,142006,-0.020040305
858,141884,-0.111756333
831,140324,-0.005725003
845,140958,0.01296154
867,142373,-0.026431676
851,141376,0.017494857
848,141134,-0.048864096
826,140084,-0.041183367
859,141946,-0.053056188
821,139811,-0.071095896
865,142284,0.011054725
842,140823,0.051789738
875,142774,-0.072356805
822,139884,-0.033017043
856,141722,-0.051392191
862,142122,0.013428889
841,140770,-0.110449843
840,140672,0.001694697
879,143021,0.008254958
819,139704,0.009015116
880,143067,-0.103912863
827,140146,-0.043418386
850,141312,-0.043323686
839,140627,-0.019527822
849,141232,-0.095808943
861,142079,0.011602195
866,142337,-0.042200142
868,142426,0.013632518
853,141535,-0.037830477
878,142952,-0.026106419
828,140208,-0.035986971
1625,179631,0.001503931
871,142612,-0.046809748
852,141447,-0.03870142
837,140547,-0.051058443
832,140379,-0.041815648
846,141027,-0.096493247
823,139937,-0.024693171
872,142676,-0.054780789
881,143147,-0.056580063
844,140869,-0.054401257
824,139982,-0.044690515
847,141081,-0.060723283
1665,180037,-0.034712587
864,142239,0.001370517
1631,179695,-0.088544023
869,142499,-0.084287102
902,144152,-0.005507194
915,144615,0.040207639
893,143806,0.002154441
913,144553,-2.87352E-05
905,144303,-0.023611808
918,144731,0.003682851
888,143619,0.010192393
906,144349,-0.012530395
903,144198,0.006141776
889,143646,-0.025534012
924,144991,-0.034118986
892,143771,-0.023805423
926,145104,0.005125525
901,144116,-0.036606977
907,144376,0.03302064
947,145961,0.013047103
940,145738,-0.032382166
916,144651,0.018742124
904,144232,0.024899656
890,143682,-0.014458125
939,145667,-0.009278268
929,145220,-0.033883175
925,145042,0.00796663
923,144964,0.024220837
919,144795,-0.053762548
895,143888,0.019182188
938,145603,0.015061324
920,144866,-0.074424078
909,144456,0.009016316
896,143922,-0.021870633
948,145998,0.040814144
927,145140,0.030056463
941,145765,0.039442515
922,144928,-0.07077867
908,144410,-0.001460545
894,143851,0.035609344
921,144893,0.019475211
934,145408,0.148374207
936,145499,0.025644689
942,145792,0.044845846
882,143450,0.098335844
930,145275,-0.02741998
897,143959,-0.001681999
911,144508,-0.004511607
945,145907,-0.000862917
883,143487,0.058173029
917,144713,-0.008301235
931,145293,0.016121716
900,144054,0.021104578
887,143557,0.095307578
928,145202,-0.003377165
891,143735,0.141975167
914,144599,0.002843352
884,143502,0.025787227
912,144535,-0.010383863
886,143520,-0.015255572
935,145471,0.135444809
932,145355,-0.008172683
946,145934,-0.02074443
933,145382,0.029748619
898,143995,0.004191841
949,146012,0.000168089
943,145827,0.135268646
950,146021,-0.03559126
713,134096,-0.012860326
682,132574,-0.037525567
648,130954,-0.014746546
746,136107,-0.032770028
652,131210,-0.009642604
659,131540,-0.106406796
730,135226,-0.044300793
706,133795,-0.053281478
738,135618,-0.075219903
676,132342,-0.065335156
719,134648,-0.056757877
655,131336,-0.042229025
690,132896,-0.032769694
660,131577,-0.079356585
739,135654,-0.029796811
741,135725,-0.036012069
678,132404,-0.057106823
680,132486,-0.064489639
737,135547,-0.049685969
671,132137,-0.05260934
668,131988,-0.080612646
651,131103,-0.072556029
720,134755,-0.05479663
727,135128,-0.039794931
736,135501,-0.06206848
683,132645,-0.048158975
663,131817,-0.050871852
666,131899,-0.067825814
734,135404,-0.070829567
747,136134,-0.0602939
708,133919,-0.066744403
664,131835,-0.034638315
688,132805,-0.016623971
689,132841,-0.066091527
732,135244,-0.115151048
653,131256,-0.051028605
742,135789,-0.049345801
715,134336,-0.047329745
723,134899,-0.072384701
748,136198,-0.071070628
701,133562,-0.044536836
669,132011,-0.063790299
717,134443,-0.057556027
729,135164,-0.047693383
654,131274,-0.01991856
707,133866,-0.093653929
722,134853,-0.068364413
711,134014,-0.01738561
740,135681,-0.077278963
674,132271,-0.026172394
658,131461,-0.049517888
685,132716,-0.030195951
675,132315,-0.014804046
679,132459,-0.100268487
702,133615,-0.070490848
705,133722,-0.042126262
712,134050,-0.036326053
704,133688,-0.074238987
710,133964,0.012884795
649,130981,-0.012479194
681,132510,-0.050197546
716,134390,0.082289809
650,131069,0.022738105
657,131443,0.027253844
697,133330,0.010131819
646,130847,0.041245798
661,131620,-0.054868168
694,133161,-0.002635603
656,131407,-0.078274541
645,130785,0.023230172
672,132164,-0.08997649
643,130678,0.062760909
670,132075,0.058944871
745,135949,0.003107554
695,133214,-0.037068452
744,135896,-0.051260304
686,132752,-0.075862566
667,131933,-0.013813797
640,130534,0.00564967
642,130614,0.013798276
698,133394,-0.074962299
647,130892,0.001348862
677,132379,-0.096969256
641,130552,-0.005956767
693,133090,-0.040786395
726,135020,-0.025739028
644,130712,0.013312807
692,133018,-0.05148295
684,132681,-0.107767895
728,135146,-0.088406104
725,134942,-0.037027964
743,135850,-0.067883656
735,135431,-0.04745923
673,132226,-0.015826749
700,133508,-0.021535821
718,134559,-0.027116278
714,134194,-0.005654639
750,136241,-0.015892433
751,136250,-0.031845474
699,133429,-0.050352554
696,133278,-0.07803778
752,136269,-0.071935123
733,135315,-0.052093426
753,136278,-0.057148317
623,129914,-0.096581262
613,129503,-0.157346786
598,128882,-0.129690887
553,126905,-0.14849092
566,127411,-0.13256643
550,126772,-0.120882462
628,130231,-0.115267831
599,128962,-0.135091711
545,126503,-0.115496909
529,125757,-0.103296821
585,128301,-0.117390971
621,129816,-0.064951103
609,129317,-0.115906301
539,126228,-0.120577806
595,128711,-0.098791256
576,127858,-0.063087381
559,127171,-0.049125991
611,129380,-0.053457689
538,126166,-0.061942456
604,129139,-0.038367574
587,128436,-0.03971366
562,127288,-0.091436211
548,126674,-0.080338041
570,127625,-0.06541953
544,126433,-0.045665807
540,126326,-0.098073813
584,128221,-0.064555741
617,129656,-0.041694305
586,128374,-0.077540971
627,130124,-0.035233356
518,125347,-0.054296959
556,127064,-0.030219063
563,127322,-0.077566705
533,125999,-0.034954322
531,125873,-0.028272672
571,127689,-0.062095269
581,128105,-0.062531259
594,128659,-0.075605848
520,125418,-0.050434473
615,129585,-0.122956713
607,129246,-0.089191676
530,125846,-0.051546553
534,126022,-0.046060341
624,129987,-0.079940994
626,130062,-0.051136079
541,126380,-0.062251436
542,126406,-0.095807896
579,127983,-0.075560367
602,129111,-0.08374513
567,127493,-0.073841633
620,129763,-0.113893161
565,127386,-0.093591483
554,126978,-0.060418598
525,125622,-0.085445568
536,126102,-0.055002276
549,126718,-0.062628884
555,127019,-0.051480376
597,128864,-0.137072456
588,128472,-0.13162579
522,125490,-0.082858528
546,126585,-0.094872063
521,125472,-0.072667023
568,127536,-0.129570185
601,129095,-0.038117063
590,128524,-0.053182372
558,127144,-0.071877966
600,129040,-0.090580247
547,126647,-0.055105528
526,125659,-0.071790072
614,129567,-0.051165484
625,130026,-0.052501684
593,128613,-0.091356358
591,128560,-0.046993054
592,128588,-0.103726646
535,126077,-0.074121442
532,125962,-0.090319897
537,126148,-0.115772586
573,127750,-0.090088212
622,129898,-0.082392553
612,129460,-0.110754996
616,129629,-0.102260726
619,129745,-0.109190207
523,125542,-0.108572062
564,127368,-0.087149775
608,129282,-0.081552558
560,127224,-0.085230795
557,127126,-0.087084292
561,127251,-0.077859732
524,125588,-0.109611505
519,125374,-0.004382457
580,128052,-0.042648528
629,130286,-0.044601065
575,127812,-0.080456236
630,130295,-0.067230118
631,130302,-0.04264619
527,125677,0.017636954
572,127714,-0.09615752
632,130311,-0.124565836
633,130320,-0.092502397
605,129184,-0.05268799
634,130339,-0.09944534
578,127938,-0.0760366
635,130348,-0.068677207
569,127563,-0.019942574
551,126825,-0.072174891
636,130357,-0.083724822
577,127901,-0.070347431
637,130366,-0.110193801
583,128178,-0.054204457
639,130384,-0.085843328
618,129718,-0.096877737
638,130375,-0.116834437
442,121652,-0.016499598
506,125016,-0.001317759
483,123914,-0.020861185
477,123521,-0.023274777
499,124661,-0.018246555
459,122551,-0.010768778
430,121055,-0.032939139
503,124849,-0.003781528
475,123424,-0.045635223
473,123371,-0.047534761
431,121108,-0.022061419
482,123790,-0.045343298
466,122908,-0.033763311
502,124803,-0.048122379
451,122187,-0.041057852
467,122953,-0.009790961
501,124750,-0.059913305
484,123969,-0.071443276
441,121607,-0.037219262
492,124331,-0.030118132
464,122864,-0.057698283
455,122347,-0.03618904
447,122025,-0.036098786
461,122668,-0.02672395
440,121466,-0.053101008
493,124411,-0.041512131
463,122828,-0.018678958
456,122392,-0.070740799
490,124206,-0.010831371
498,124634,-0.009916006
426,120888,-0.009532229
429,120968,-0.056815443
478,123601,-0.005529433
505,124938,0.01166902
422,120726,-0.000565162
460,122613,-0.073201119
425,120860,-0.019797122
428,120922,-0.014849447
500,124723,-0.041404764
437,121340,-0.04968685
470,123175,-0.034277029
495,124563,-0.024838646
423,120771,0.016405831
491,124233,-0.037828108
469,123102,-0.030901711
494,124493,-0.016713765
424,120824,0.05472776
488,124117,-0.03926443
445,121876,-0.01630218
476,123479,0.00645161
487,124073,-0.06216715
507,125061,-0.012383477
435,121297,-0.037029592
471,123228,-0.043969031
468,123013,-0.022225108
479,123674,-0.040657287
504,124885,-0.014553511
472,123255,-0.016189009
443,121732,-0.013687267
453,122249,-0.025191583
432,121153,-0.019777705
450,122132,-0.019063503
486,124028,-0.040784094
497,124616,-0.0434199
449,122061,-0.03560796
438,121386,-0.035564001
517,125178,-0.034298848
462,122702,0.013384762
509,125098,-0.037267331
446,121938,-0.030310115
513,125132,-0.036761126
515,125150,-0.028051293
489,124153,-0.024029497
433,121242,-0.056894651
511,125114,-0.056386074
454,122285,-0.034354146
516,125169,-0.020789389
481,123709,-0.027624742
514,125141,-0.034768737
510,125105,-0.072913289
458,122463,-0.033532906
512,125123,-0.053043498
444,121796,-0.040425945
387,118931,-0.025714134
373,118058,-0.028303739
408,120138,-0.040776823
398,119625,-0.043080032
349,116545,-0.043734927
328,115520,-0.050443231
389,119153,-0.061106124
337,115897,-0.041284647
372,117998,-0.025810557
322,115147,-0.060484194
362,117319,-0.032396572
364,117426,-0.053052455
400,119723,0.002121203
369,117783,-0.015236399
366,117550,-0.035750637
342,116224,-0.077808908
397,119590,0.00264628
315,114809,-0.021783417
391,119242,-0.090126993
353,116723,-0.094770908
336,115851,-0.026552493
396,119527,-0.042426334
344,116340,-0.028377622
388,118995,-0.077736899
385,118799,-0.015394043
332,115708,-0.036860339
330,115600,-0.043357205
412,120316,-0.024479774
340,116126,-0.029934685
360,117177,-0.015183765
377,118370,-0.042562024
359,117113,-0.007589561
386,118824,-0.032597835
338,115959,-0.01133437
350,116590,-0.009044027
402,119803,-0.004277852
365,117505,-0.026483923
406,119974,-0.054802722
352,116652,0.039106231
415,120370,-0.052257926
