SIRUTA,Year,Core,Periurban,Village,Transilvania,Valachia,Moldavia,PopAdj,EmpPublic,EmpLocal,EmpForeign,EmpForeign_BusinessServices,EmpLocal_BusinessServices,EmpForeign_Manufacturing,EmpLocal_Manufacturing,EmpForeign_BusServ_Core,EmpForeign_BusServ_CoreofPeri,EmpForeign_BusServ_Periurban,EmpForeign_BusServ_Village,EmpLocal_BusServ_Core,EmpLocal_BusServ_CoreofPeri,EmpLocal_BusServ_Periurban,EmpLocal_BusServ_Village,EmpForeign_Man_Core,EmpForeign_Man_CoreofPeri,EmpForeign_Man_Periurban,EmpForeign_Man_Village,EmpLocal_Man_Core,EmpLocal_Man_CoreofPeri,EmpLocal_Man_Periurban,EmpLocal_Man_Village,Pop2011Offset,D_PIT_USDdef,D_Turnover_USDdef,LN_Pop2018_Pop2011,Locality Type,Longitude,Latitude
1017,2018,1,0,0,1,0,0,74304,0.057850399,0.362872375,0.148726192,0.012899768,0.130534215,0.192781847,0.165981776,0.012899768,0,0,0,0.130534215,0,0,0,0.192781847,0,0,0,0.165981776,0,0,0,11.19877621,0.016694106,0.48522234,0.017143859,Core,23.5642138,46.07010832
1071,2018,0,1,0,1,0,0,3031,0.011536445,0.413214473,0.01363398,0.014354067,0.077751196,0.007177033,0.10645933,0,0.012899768,0.014354067,0,0,0.130534215,0.077751196,0,0,0.192781847,0.007177033,0,0,0.165981776,0.10645933,0,7.957177323,1.017032047,0.635149246,0.059470554,Periurban,23.63402462,46.06882859
1151,2018,1,0,0,1,0,0,5360,0.045663334,0.134017833,0.004593353,0.001466276,0.068914956,0.023460411,0.070381232,0.001466276,0,0,0,0.068914956,0,0,0,0.023460411,0,0,0,0.070381232,0,0,0,8.670600738,0.338134206,0.228254461,-0.083881484,Core,23.06023146,46.27039943
1213,2018,1,0,0,1,0,0,25746,0.037417019,0.198068799,0.051961376,0.002729372,0.077892085,0.157463783,0.213310938,0.002729372,0,0,0,0.077892085,0,0,0,0.157463783,0,0,0,0.213310938,0,0,0,10.20869024,0.132255854,0.678555718,-0.052655684,Core,23.69647096,46.30719436
1348,2018,1,0,0,1,0,0,20777,0.046074028,0.220768159,0.278380053,0.009799744,0.025138475,0.480329499,0.210481466,0.009799744,0,0,0,0.025138475,0,0,0,0.480329499,0,0,0,0.210481466,0,0,0,9.973013615,0.140920675,1.592627117,-0.031411731,Core,23.92902038,46.14985929
1455,2018,1,0,0,1,0,0,7458,0.067271977,0.256500206,0.000619067,0.001908397,0.047709924,0,0.325699746,0.001908397,0,0,0,0.047709924,0,0,0,0,0,0,0,0.325699746,0,0,0,8.991935575,0.159075099,-0.012820082,-0.074893014,Core,23.05354498,46.40632766
1696,2018,1,0,0,1,0,0,26007,0.02420666,0.240260131,0.100258927,0.002476474,0.043090639,0.265973254,0.491167245,0.002476474,0,0,0,0.043090639,0,0,0,0.265973254,0,0,0,0.491167245,0,0,0,10.23742085,0.338764971,0.577758683,-0.071299843,Core,23.4252107,45.74892436
1794,2018,0,1,0,1,0,0,14273,0.021009337,0.149288573,0.026678524,0.000564334,0.116252822,0.041760722,0.186794582,0,0.002729372,0.000564334,0,0,0.077892085,0.116252822,0,0,0.157463783,0.041760722,0,0,0.213310938,0.186794582,0,9.632662597,0.527984178,0.860143228,-0.066537678,Periurban,23.84588819,46.38563716
1874,2018,0,1,0,1,0,0,32469,0.035405079,0.33949214,0.27376058,0.001938707,0.045857878,0.374841548,0.164193572,0,0.012899768,0.001938707,0,0,0.130534215,0.045857878,0,0,0.192781847,0.374841548,0,0,0.165981776,0.164193572,0,10.38560501,0.358564749,1.095583096,0.002436055,Periurban,23.56627386,45.94866742
1936,2018,1,0,0,1,0,0,7913,0.019803922,0.130784314,0.042156863,0,0.042726348,0.215666328,0.186164802,0,0,0,0,0.042726348,0,0,0,0.215666328,0,0,0,0.186164802,0,0,0,9.025335218,0.108751524,0.27918237,-0.049072962,Core,23.20422474,46.13867369
2130,2018,0,1,0,1,0,0,2066,0.033884949,0.088258471,0,0,0.232258065,0,0.296774194,0,0.001908397,0,0,0,0.047709924,0.232258065,0,0,0,0,0,0,0.325699746,0.296774194,0,7.688913337,0.60700023,0.597325501,-0.055543687,Periurban,22.95626985,46.47075543
2309,2018,0,1,0,1,0,0,1237,0.031636864,0.209078404,0,0,0.005714286,0,0.062857143,0,0,0,0,0,0.042726348,0.005714286,0,0,0.215666328,0,0,0,0.186164802,0.062857143,0,7.212294469,0.232297656,0.971727066,-0.091850096,Periurban,23.13738493,46.08013339
2381,2018,0,0,1,1,0,0,1667,0.029469548,0.077603143,0,0,0.302752294,0,0.04587156,0,0,0,0,0,0,0,0.302752294,0,0,0,0,0,0,0,0.04587156,7.488293515,0.929834598,1.214893344,-0.069512632,Village,22.7492211,46.50255677
2577,2018,0,0,1,1,0,0,1503,0.028436019,0.061611374,0,0,0.039473684,0,0.236842105,0,0,0,0,0,0,0,0.039473684,0,0,0,0,0,0,0,0.236842105,7.424165281,0.529615171,1.07302981,-0.108946891,Village,22.7999167,46.37204284
2915,2018,1,0,0,1,0,0,3917,0.02186805,0.137509266,0,0,0.051162791,0,0.406976744,0,0,0,0,0.051162791,0,0,0,0,0,0,0,0.406976744,0,0,0,8.389132521,-0.167689588,0.235541666,-0.116051188,Core,23.29194225,46.38246427
2988,2018,0,0,1,1,0,0,1994,0.018998273,0.052677029,0.000863558,0,0.083333333,0,0.226190476,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0.226190476,7.65349491,0.245488816,-0.507242347,-0.055596959,Village,23.72725495,46.06914379
3039,2018,0,1,0,1,0,0,4706,0.013911356,0.132319638,0.00032352,0.002207506,0.059602649,0,0.185430464,0,0.001908397,0.002207506,0,0,0.047709924,0.059602649,0,0,0,0,0,0,0.325699746,0.185430464,0,8.510168576,0.619906741,-0.200955527,-0.053575007,Periurban,23.1316737,46.432984
3397,2018,0,0,1,1,0,0,898,0.022770398,0.557874763,0,0,0,0,0.954248366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954248366,6.899723107,0.730175671,0.452785607,-0.099553039,Village,23.3670825,45.98339545
3459,2018,0,1,0,1,0,0,1461,0.021064302,0.033259424,0,0,0.040816327,0,0,0,0,0,0,0,0.042726348,0.040816327,0,0,0.215666328,0,0,0,0.186164802,0,0,7.376508126,0.071354797,-0.789620277,-0.089631715,Periurban,23.16639159,46.25818299
3761,2018,0,0,1,1,0,0,969,0.027210884,0.117346939,0.005102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.873163834,0.587441718,2.621768684,0.003100778,Village,23.99356974,46.06006611
3805,2018,0,1,0,1,0,0,1613,0.018292683,0.023373984,0,0,0,0,0.073170732,0,0.009799744,0,0,0,0.025138475,0,0,0,0.480329499,0,0,0,0.210481466,0.073170732,0,7.409136444,-0.188826422,0.096794632,-0.023285366,Periurban,23.94374035,46.09024649
3841,2018,0,1,0,1,0,0,246,0.08,0,0,0,0,0,0,0,0.002026342,0,0,0,0.342451874,0,0,0,0.055724417,0,0,0,0.052684904,0,0,5.669880923,0.868458179,-1.852634122,-0.164549387,Periurban,23.27437801,46.00525483
3958,2018,0,0,1,1,0,0,3150,0.022304833,0.04992034,0,0,0.014705882,0,0.088235294,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0.088235294,8.085178748,0.406182003,2.43472382,-0.030021016,Village,24.17654819,46.23424978
4008,2018,0,1,0,1,0,0,1154,0.03030303,0.046176046,0,0,0.056603774,0,0.226415094,0,0.001466276,0,0,0,0.068914956,0.056603774,0,0,0.023460411,0,0,0,0.070381232,0.226415094,0,7.128495946,0.465167152,-0.252404584,-0.077506499,Periurban,23.01797697,46.24003258
4106,2018,0,0,1,1,0,0,1895,0.02092415,0.014821273,0,0,0.097560976,0,0.024390244,0,0,0,0,0,0,0,0.097560976,0,0,0,0,0,0,0,0.024390244,7.511524648,0.315364138,0.075723478,0.035449469,Village,23.6518796,45.88156687
4142,2018,0,1,0,1,0,0,2069,0.020995334,0.057542768,0.025660964,0,0.089552239,0.246268657,0.074626866,0,0.012899768,0,0,0,0.130534215,0.089552239,0,0,0.192781847,0.246268657,0,0,0.165981776,0.074626866,0,7.64921632,0.154187855,0.645019445,-0.014395642,Periurban,23.5310551,46.19374507
4188,2018,0,1,0,1,0,0,2160,0.015048909,0.038374718,0.046651618,0,0.022556391,0,0.090225564,0,0.009799744,0,0,0,0.025138475,0.022556391,0,0,0.480329499,0,0,0,0.210481466,0.090225564,0,7.655390645,-0.043804255,1.821056688,0.022472856,Periurban,23.82371632,46.17594375
4240,2018,0,1,0,1,0,0,3131,0.015321757,0.151174668,0,0,0.003067485,0,0.45398773,0,0.012899768,0,0,0,0.130534215,0.003067485,0,0,0.192781847,0,0,0,0.165981776,0.45398773,0,8.054204897,0.304532998,0.99305693,-0.005097176,Periurban,23.65596344,46.00237841
4268,2018,0,1,0,1,0,0,990,0.036458333,0.074652778,0.015625,0,0,0,0,0,0.000880282,0,0,0,0.058098592,0,0,0,0.719190141,0,0,0,0.012323944,0,0,6.9117473,0.795231848,0.104842423,-0.014042357,Periurban,23.81596621,45.96047845
4302,2018,0,0,1,1,0,0,1544,0.031212485,0.056422569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.434847875,1.11290264,1.365547539,-0.092716145,Village,24.03578871,46.33513665
4366,2018,0,1,0,1,0,0,4385,0.029727794,0.499641834,0.112106017,0.001116695,0.033500838,0.169179229,0.486320491,0,0.012899768,0.001116695,0,0,0.130534215,0.033500838,0,0,0.192781847,0.169179229,0,0,0.165981776,0.486320491,0,8.39208338,0.214053171,0.653399843,-0.006138476,Periurban,23.56598028,46.2111502
4482,2018,0,1,0,1,0,0,2114,0.025914634,0.047256098,0.019817073,0,0.016393443,0.016393443,0.016393443,0,0.000880282,0,0,0,0.058098592,0.016393443,0,0,0.719190141,0.016393443,0,0,0.012323944,0.016393443,0,7.670894831,0.113848579,1.696905433,-0.014557665,Periurban,23.70535993,45.85867061
4525,2018,0,0,1,1,0,0,1631,0.022494888,0.120654397,0.00204499,0,0.028169014,0,0.056338028,0,0,0,0,0,0,0,0.028169014,0,0,0,0,0,0,0,0.056338028,7.481555702,-0.818336305,1.003872531,-0.084607099,Village,22.80774626,46.48305251
4703,2018,0,0,1,1,0,0,1158,0.027732463,0.042414356,0,0,0.093023256,0,0,0,0,0,0,0,0,0,0.093023256,0,0,0,0,0,0,0,0,7.102499356,0.780303428,2.536258505,-0.048049698,Village,23.91115465,46.32860361
4767,2018,0,0,1,1,0,0,2042,0.025498008,0.073306773,0,0,0.169354839,0,0.153225806,0,0,0,0,0,0,0,0.169354839,0,0,0,0,0,0,0,0.153225806,7.703459048,-0.236423531,0.62185862,-0.081774049,Village,22.95126165,46.52549102
4927,2018,0,1,0,1,0,0,6900,0.017427196,0.114193992,0.005044715,0.001677852,0.043624161,0.030201342,0.402684564,0,0.012899768,0.001677852,0,0,0.130534215,0.043624161,0,0,0.192781847,0.030201342,0,0,0.165981776,0.402684564,0,8.815221556,0.2831171,0.841035964,0.024055135,Periurban,23.49342227,46.15778392
4981,2018,0,1,0,1,0,0,581,0.04516129,0.025806452,0,0,0,0,0,0,0,0,0,0,0.042726348,0,0,0,0.215666328,0,0,0,0.186164802,0,0,6.56526497,0.324033601,1.026907488,-0.200514213,Periurban,23.39902928,46.25283328
5103,2018,0,0,1,1,0,0,5320,0.024046921,0.248680352,0,0,0.43655914,0,0.198924731,0,0,0,0,0,0,0,0.43655914,0,0,0,0,0,0,0,0.198924731,8.587092319,0.63932579,0.378566358,-0.007863736,Village,24.10133557,46.23374439
5167,2018,0,1,0,1,0,0,1221,0.025714286,0.044285714,0,0,0.06122449,0,0.244897959,0,0.002729372,0,0,0,0.077892085,0.06122449,0,0,0.157463783,0,0,0,0.213310938,0.244897959,0,7.241366283,-0.171879838,1.393204447,-0.133940809,Periurban,23.56939008,46.37506624
5210,2018,0,1,0,1,0,0,2634,0.019350811,0.098626717,0.001248439,0,0.062827225,0,0.319371728,0,0.002729372,0,0,0,0.077892085,0.062827225,0,0,0.157463783,0,0,0,0.213310938,0.319371728,0,7.962067309,0.097293246,0.944790028,-0.085808426,Periurban,23.85488236,46.28206476
5309,2018,0,0,1,1,0,0,2566,0.021397105,0.065449969,0,0,0.014492754,0,0.079710145,0,0,0,0,0,0,0,0.014492754,0,0,0,0,0,0,0,0.079710145,7.864035659,0.390021864,0.619161102,-0.013932114,Village,23.92581436,46.43166963
5336,2018,0,1,0,1,0,0,3098,0.017883756,0.296075509,0,0,0.030063291,0,0.034810127,0,0,0,0,0,0.051162791,0.030063291,0,0,0,0,0,0,0.406976744,0.034810127,0,8.117014088,0.069691849,0.611177578,-0.078502067,Periurban,23.20477633,46.36294727
5577,2018,0,1,0,1,0,0,2792,0.011452682,0.033152502,0.003013864,0,0.265822785,0.012658228,0.025316456,0,0.012899768,0,0,0,0.130534215,0.265822785,0,0,0.192781847,0.012658228,0,0,0.165981776,0.025316456,0,7.9683195,-0.228074701,-0.824830317,-0.033806036,Periurban,23.40723159,46.11189252
5700,2018,0,0,1,1,0,0,3273,0.01754386,0.01705653,0,0,0.042253521,0,0.028169014,0,0,0,0,0,0,0,0.042253521,0,0,0,0,0,0,0,0.028169014,8.122074375,0.758291456,0.358580237,-0.028612101,Village,23.74725323,46.16079977
5755,2018,0,1,0,1,0,0,2039,0.018025078,0.126959248,0,0,0.032432432,0,0.4,0,0.002729372,0,0,0,0.077892085,0.032432432,0,0,0.157463783,0,0,0,0.213310938,0.4,0,7.724004657,0.633512158,0.746703476,-0.103789886,Periurban,23.69060326,46.37787421
5826,2018,0,1,0,1,0,0,801,0.030732861,0.023640662,0,0,0,0,0,0,0,0,0,0,0.042726348,0,0,0,0.215666328,0,0,0,0.186164802,0,0,6.816735881,0.54095814,-0.55238273,-0.130874934,Periurban,23.32025083,46.27952251
6048,2018,0,0,1,1,0,0,1831,0.021072797,0.039272031,0.000957854,0,0,0.015625,0.328125,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0.328125,7.52131798,0.814183811,0.804992588,-0.008700436,Village,23.98161645,46.41480729
6119,2018,0,0,1,1,0,0,545,0.030716724,0.064846416,0.040955631,0,0.125,0,0.175,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.175,6.499787041,-0.005037899,1.126237474,-0.199001246,Village,23.4566217,46.49709596
6164,2018,0,1,0,1,0,0,635,0.047945205,0.181506849,0,0,0.388059701,0,0,0,0.009799744,0,0,0,0.025138475,0.388059701,0,0,0.480329499,0,0,0,0.210481466,0,0,6.624065228,-0.872338696,4.083757798,-0.170440229,Periurban,23.8013975,46.08703321
6217,2018,0,1,0,1,0,0,3550,0.018577254,0.089261441,0.016764839,0.018181818,0.127272727,0.036363636,0.349090909,0,0.002476474,0.018181818,0,0,0.043090639,0.127272727,0,0,0.265973254,0.036363636,0,0,0.491167245,0.349090909,0,8.181160858,0.521207047,0.610518417,-0.006457976,Periurban,23.49351019,45.83275743
6271,2018,0,0,1,1,0,0,1070,0.035769829,0.00777605,0,0,0.035714286,0,0.035714286,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0.035714286,7.118826249,0.629354792,0.061666266,-0.143412322,Village,22.87081706,46.4075646
6397,2018,0,1,0,1,0,0,593,0.02739726,0.024657534,0,0,0,0,0,0,0,0,0,0,0.051162791,0,0,0,0,0,0,0,0.406976744,0,0,6.405228458,-0.031250249,1.077901709,-0.020034059,Periurban,23.38059397,46.32545667
6468,2018,0,1,0,1,0,0,1003,0.019966722,0.103161398,0,0,0,0,0.121621622,0,0,0,0,0,0.051162791,0,0,0,0,0,0,0,0.406976744,0.121621622,0,7.070724107,0.600166816,-0.492455618,-0.159973319,Periurban,23.37223091,46.45395749
6547,2018,0,1,0,1,0,0,1278,0.029451138,0.077643909,0,0,0.2625,0,0,0,0.002729372,0,0,0,0.077892085,0.2625,0,0,0.157463783,0,0,0,0.213310938,0,0,7.192934221,-0.406409859,1.787386852,-0.039882586,Periurban,23.75147962,46.2494227
6592,2018,0,0,1,1,0,0,1031,0.024469821,0.143556281,0.003262643,0.019047619,0.152380952,0,0.561904762,0,0,0,0.019047619,0,0,0,0.152380952,0,0,0,0,0,0,0,0.561904762,7.002155954,-0.44484251,1.228144695,-0.06387147,Village,23.5675692,46.44943032
6627,2018,0,1,0,1,0,0,521,0.079037801,0.034364261,0,0,0,0,0,0,0.002729372,0,0,0,0.077892085,0,0,0,0.157463783,0,0,0,0.213310938,0,0,6.403574198,0.69307388,1.691333489,-0.147824156,Periurban,23.51476372,46.32340573
6761,2018,0,1,0,1,0,0,2789,0.01701427,0.076838639,0.038968167,0.185950413,0.132231405,0,0.111570248,0,0.001466276,0.185950413,0,0,0.068914956,0.132231405,0,0,0.023460411,0,0,0,0.070381232,0.111570248,0,8.013674143,-0.272658418,0.407356325,-0.080235755,Periurban,23.09536072,46.30702827
6930,2018,0,1,0,1,0,0,1602,0.024475524,0.094405594,0.005827506,0,0,0,0.009345794,0,0.009799744,0,0,0,0.025138475,0,0,0,0.480329499,0,0,0,0.210481466,0.009345794,0,7.383368147,0.471903828,1.838594007,-0.004360019,Periurban,23.85593116,46.05173979
6976,2018,0,1,0,1,0,0,1460,0.021905805,0.106243154,0,0,0.153846154,0,0.299145299,0,0,0,0,0,0.051162791,0.153846154,0,0,0,0,0,0,0.406976744,0.299145299,0,7.414572881,-0.00457289,0.790414472,-0.128381167,Periurban,23.39656186,46.40400676
7044,2018,0,1,0,1,0,0,2316,0.023154848,0.015918958,0.003617945,0,0.016949153,0.084745763,0.016949153,0,0.002476474,0,0,0,0.043090639,0.016949153,0,0,0.265973254,0.084745763,0,0,0.491167245,0.016949153,0,7.759614151,0.652040373,-0.381072284,-0.012017312,Periurban,23.42837019,45.89150213
7099,2018,0,0,1,1,0,0,6411,0.020183486,0.088859764,0.008912189,0,0.031111111,0.075555556,0.26,0,0,0,0,0,0,0,0.031111111,0,0,0,0.075555556,0,0,0,0.26,8.736649955,0.18504855,0.737110844,0.029120589,Village,23.55487522,45.81734931
7197,2018,0,0,1,1,0,0,1625,0.024363234,0.016611296,0,0,0.135135135,0,0.081081081,0,0,0,0,0,0,0,0.135135135,0,0,0,0,0,0,0,0.081081081,7.479864131,0.513492878,1.241006372,-0.086601036,Village,22.8807085,46.48014188
7348,2018,0,1,0,1,0,0,2638,0.018484288,0.032655576,0.001848429,0,0.034883721,0,0.11627907,0,0.009799744,0,0,0,0.025138475,0.034883721,0,0,0.480329499,0,0,0,0.210481466,0.11627907,0,7.936660155,0.581295703,1.78684712,-0.058883822,Periurban,23.94957849,46.20573493
7384,2018,0,1,0,1,0,0,2961,0.014446228,0.403424291,0.069555912,0,0.041712404,0.142700329,0.060373216,0,0.012899768,0,0,0,0.130534215,0.041712404,0,0,0.192781847,0.142700329,0,0,0.165981776,0.060373216,0,7.985143931,0.123352118,0.217307219,0.008138397,Periurban,23.66640005,46.13107896
7446,2018,0,1,0,1,0,0,1738,0.019516729,0.100371747,0,0,0.062015504,0,0.224806202,0,0.001908397,0,0,0,0.047709924,0.062015504,0,0,0,0,0,0,0.325699746,0.224806202,0,7.53796266,1.118384763,0.257605889,-0.077472354,Periurban,22.996359,46.32066397
7767,2018,0,1,0,1,0,0,2422,0.023600809,0.084288604,0.002022927,0,0.036809816,0,0.079754601,0,0.002729372,0,0,0,0.077892085,0.036809816,0,0,0.157463783,0,0,0,0.213310938,0.079754601,0,7.835974582,0.982940856,1.673085231,-0.043625658,Periurban,23.60020217,46.26099382
7810,2018,0,1,0,1,0,0,2408,0.015091864,0.051181102,0.00328084,0.047169811,0.122641509,0,0.141509434,0,0.002026342,0.047169811,0,0,0.342451874,0.122641509,0,0,0.055724417,0,0,0,0.052684904,0.141509434,0,7.822044008,0.195087822,0.21152834,-0.035492202,Periurban,23.34263401,45.94332562
7865,2018,0,0,1,1,0,0,4371,0.017059891,0.034845735,0.000725953,0,0.048275862,0,0.082758621,0,0,0,0,0,0,0,0.048275862,0,0,0,0,0,0,0,0.082758621,8.408047744,0.467342092,0.706075721,-0.025300649,Village,24.00677314,46.253877
7945,2018,0,1,0,1,0,0,2535,0.024804178,0.083550914,0.002610966,0,0.082352941,0.017647059,0.076470588,0,0.000880282,0,0,0,0.058098592,0.082352941,0,0,0.719190141,0.017647059,0,0,0.012323944,0.076470588,0,7.869019376,0.244985038,0.366576765,-0.03107046,Periurban,23.75607829,45.98090887
8014,2018,0,1,0,1,0,0,2906,0.016022099,0.164088398,0.001104972,0.006097561,0.176829268,0,0.030487805,0,0.016260163,0.006097561,0,0,0.046278924,0.176829268,0,0,0.09318324,0,0,0,0.203252033,0.030487805,0,8.004699511,0.272345222,0.336245593,-0.030166666,Periurban,23.60542459,45.61233127
8096,2018,0,1,0,1,0,0,7341,0.017918826,0.1167962,0.070811744,0.004201681,0.079831933,0.193277311,0.081932773,0,0.002729372,0.004201681,0,0,0.077892085,0.079831933,0,0,0.157463783,0.193277311,0,0,0.213310938,0.081932773,0,8.945593271,0.563061851,1.163975943,-0.044362919,Periurban,23.71994569,46.21375886
8158,2018,0,0,1,1,0,0,4973,0.017580872,0.088255977,0.01511955,0,0.072674419,0.125,0.247093023,0,0,0,0,0,0,0,0.072674419,0,0,0,0.125,0,0,0,0.247093023,8.551594618,0.748569987,0.477509263,-0.039816059,Village,23.77507913,46.42415757
8229,2018,0,1,0,1,0,0,1346,0.025240385,0.050480769,0,0,0.26984127,0,0.19047619,0,0.001908397,0,0,0,0.047709924,0.26984127,0,0,0,0,0,0,0.325699746,0.19047619,0,7.258412151,0.959120031,0.252732855,-0.05351964,Periurban,22.95556459,46.41465988
8354,2018,0,1,0,1,0,0,3099,0.015287296,0.109119663,0.011070111,0,0.050583658,0.058365759,0.031128405,0,0.009799744,0,0,0,0.025138475,0.050583658,0,0,0.480329499,0.058365759,0,0,0.210481466,0.031128405,0,8.071530894,0.265642378,0.970016748,-0.032696136,Periurban,24.06068286,46.13710478
8425,2018,0,1,0,1,0,0,1585,0.036324786,0.058760684,0,0,0.056179775,0,0.168539326,0,0.001908397,0,0,0,0.047709924,0.056179775,0,0,0,0,0,0,0.325699746,0.168539326,0,7.479864131,0.140015399,1.703822581,-0.111524445,Periurban,22.93816399,46.37201026
8826,2018,0,1,0,1,0,0,5483,0.013864818,0.21519353,0.017908723,0,0.060818713,0.044444444,0.270175439,0,0.012899768,0,0,0,0.130534215,0.060818713,0,0,0.192781847,0.044444444,0,0,0.165981776,0.270175439,0,8.607582191,0.33329054,0.546013115,0.001825484,Periurban,23.46514355,46.00841328
9019,2018,0,0,1,1,0,0,1271,0.025510204,0.034438776,0,0,0.127659574,0,0.021276596,0,0,0,0,0,0,0,0.127659574,0,0,0,0,0,0,0,0.021276596,7.154615357,0.743973417,0,-0.007056086,Village,23.67485497,45.94900962
9026,2018,0,1,0,1,0,0,2340,0.014935506,0.047522064,0,0,0.043478261,0,0.315217391,0,0.009799744,0,0,0,0.025138475,0.043478261,0,0,0.480329499,0,0,0,0.210481466,0.315217391,0,7.788626066,0.84851738,0,-0.030719857,Periurban,23.88089065,46.21870493
9262,2018,1,0,0,1,0,0,176264,0.054367288,0.376522575,0.228238532,0.023109862,0.116285294,0.241670012,0.143463134,0.023109862,0,0,0,0.116285294,0,0,0,0.241670012,0,0,0,0.143463134,0,0,0,12.10985906,-0.082286822,0.364175129,-0.030120908,Core,21.26510877,46.16005373
9280,2018,0,1,0,1,0,0,3668,0.016872428,0.143621399,0.058024691,0.001883239,0.097928437,0.197740113,0.212806026,0,0.023109862,0.001883239,0,0,0.116285294,0.097928437,0,0,0.241670012,0.197740113,0,0,0.143463134,0.212806026,0,8.20028826,0.476938814,0.794065772,0.007113573,Periurban,21.40204512,46.09216675
9333,2018,0,1,0,1,0,0,3680,0.013935811,0.296030405,0.109375,0.002014099,0.063444109,0.220543807,0.129909366,0,0.023109862,0.002014099,0,0,0.116285294,0.063444109,0,0,0.241670012,0.220543807,0,0,0.143463134,0.129909366,0,8.111027838,0.143047814,0.577705982,0.099640193,Periurban,21.38175324,46.20893762
9360,2018,0,1,0,1,0,0,2817,0.013186813,0.238461538,0.036263736,0.007633588,0.049618321,0.110687023,0.194656489,0,0.023109862,0.007633588,0,0,0.116285294,0.049618321,0,0,0.241670012,0.110687023,0,0,0.143463134,0.194656489,0,7.87397838,-0.192130654,0.315730169,0.069449388,Periurban,21.28864683,46.27910349
9397,2018,0,1,0,1,0,0,13610,0.007894152,0.147542806,0.016455415,0.007761966,0.225097025,0.005821475,0.17076326,0,0.023109862,0.007761966,0,0,0.116285294,0.225097025,0,0,0.241670012,0.005821475,0,0,0.143463134,0.17076326,0,9.400960732,0.367930104,0.321479646,0.117599364,Periurban,21.45018691,46.17014386
9459,2018,1,0,0,1,0,0,8312,0.029473684,0.215885167,0.693588517,0.001834488,0.02792499,0.727680391,0.019364044,0.001834488,0,0,0,0.02792499,0,0,0,0.727680391,0,0,0,0.019364044,0,0,0,9.071078305,0.426887136,1.010421415,-0.045622772,Core,21.51633262,46.49128192
9495,2018,1,0,0,1,0,0,8787,0.021774633,0.159499183,0.852476864,0.000351062,0.013340355,0.741793927,0.00719677,0.000351062,0,0,0,0.013340355,0,0,0,0.741793927,0,0,0,0.00719677,0,0,0,9.069352679,0.561019889,1.2049547,0.011675957,Core,21.29018248,46.31977506
9538,2018,1,0,0,1,0,0,9564,0.065113204,0.218972071,0.392827632,0.003417969,0.041992188,0.5703125,0.136474609,0.003417969,0,0,0,0.041992188,0,0,0,0.5703125,0,0,0,0.136474609,0,0,0,9.177300518,0.342054634,-0.237620401,-0.011539189,Core,21.8617205,46.4356582
9574,2018,1,0,0,1,0,0,11210,0.02777392,0.133314817,0.218580753,0.001828822,0.053401609,0.506949525,0.104974396,0.001828822,0,0,0,0.053401609,0,0,0,0.506949525,0,0,0,0.104974396,0,0,0,9.360569085,0.324967831,0.726034718,-0.036007569,Core,21.70637238,46.06082226
9627,2018,1,0,0,1,0,0,7923,0.024395004,0.12217018,0.028688525,0.014476615,0.085746102,0.10467706,0.095768374,0.014476615,0,0,0,0.085746102,0,0,0,0.10467706,0,0,0,0.095768374,0,0,0,9.019664011,0.266075679,-0.229695851,-0.04213881,Core,20.79336278,46.20101798
9654,2018,1,0,0,1,0,0,8130,0.018044237,0.136786962,0.037058595,0,0.042467139,0.168857432,0.273003033,0,0,0,0,0.042467139,0,0,0,0.168857432,0,0,0,0.273003033,0,0,0,9.012499004,0.266225402,0.907597864,-0.009182801,Core,21.69517061,46.31989384
9690,2018,1,0,0,1,0,0,6369,0.038394415,0.300673149,0.070306657,0.000609013,0.066991474,0.168087698,0.355054811,0.000609013,0,0,0,0.066991474,0,0,0,0.168087698,0,0,0,0.355054811,0,0,0,8.808070155,0.240007307,0.511013816,-0.048872404,Core,22.14680375,46.40005647
9743,2018,0,0,1,1,0,0,2561,0.017208413,0.147864882,0.005098789,0.029962547,0.243445693,0,0.06741573,0,0,0,0.029962547,0,0,0,0.243445693,0,0,0,0,0,0,0,0.06741573,7.918992488,0.116529197,0.509862338,-0.070839402,Village,22.22918402,46.27326104
9798,2018,0,0,1,1,0,0,3378,0.015895954,0.044315992,0,0,0.072,0,0.04,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0.04,8.172446818,0.602825973,1.176074039,-0.047407721,Village,21.81589788,46.63799499
9832,2018,0,1,0,1,0,0,1515,0.028697572,0.049668874,0.033112583,0,0.069306931,0,0.089108911,0,0.000609013,0,0,0,0.066991474,0.069306931,0,0,0.168087698,0,0,0,0.355054811,0.089108911,0,7.355001921,-0.07862342,1.075557457,-0.031831203,Periurban,22.13136934,46.50099444
