SIRUTA,LN_Pop2018_Pop2011,PopAdj,Pop2011Offset,EmpPublic,EmpLocal,EmpForeign,EmpForeign_BusinessServices,EmpLocal_BusinessServices,EmpForeign_Manufacturing,EmpLocal_Manufacturing,EmpForeign_BusServ_Core,EmpForeign_BusServ_CoreofPeri,EmpForeign_BusServ_Periurban,EmpForeign_BusServ_Village,EmpLocal_BusServ_Core,EmpLocal_BusServ_CoreofPeri,EmpLocal_BusServ_Periurban,EmpLocal_BusServ_Village,EmpForeign_Man_Core,EmpForeign_Man_CoreofPeri,EmpForeign_Man_Periurban,EmpForeign_Man_Village,EmpLocal_Man_Core,EmpLocal_Man_CoreofPeri,EmpLocal_Man_Periurban,EmpLocal_Man_Village,D_PIT_USDdef,D_Turnover_USDdef
1017,0.017143859,74304,11.19877621,0.057850399,0.362872375,0.148726192,0.012899768,0.130534215,0.192781847,0.165981776,0.012899768,0,0,0,0.130534215,0,0,0,0.192781847,0,0,0,0.165981776,0,0,0,0.016694106,0.48522234
1071,0.059470554,3031,7.957177323,0.011536445,0.413214473,0.01363398,0.014354067,0.077751196,0.007177033,0.10645933,0,0.012899768,0.014354067,0,0,0.130534215,0.077751196,0,0,0.192781847,0.007177033,0,0,0.165981776,0.10645933,0,1.017032047,0.635149246
1151,-0.083881484,5360,8.670600738,0.045663334,0.134017833,0.004593353,0.001466276,0.068914956,0.023460411,0.070381232,0.001466276,0,0,0,0.068914956,0,0,0,0.023460411,0,0,0,0.070381232,0,0,0,0.338134206,0.228254461
1213,-0.052655684,25746,10.20869024,0.037417019,0.198068799,0.051961376,0.002729372,0.077892085,0.157463783,0.213310938,0.002729372,0,0,0,0.077892085,0,0,0,0.157463783,0,0,0,0.213310938,0,0,0,0.132255854,0.678555718
1348,-0.031411731,20777,9.973013615,0.046074028,0.220768159,0.278380053,0.009799744,0.025138475,0.480329499,0.210481466,0.009799744,0,0,0,0.025138475,0,0,0,0.480329499,0,0,0,0.210481466,0,0,0,0.140920675,1.592627117
1455,-0.074893014,7458,8.991935575,0.067271977,0.256500206,0.000619067,0.001908397,0.047709924,0,0.325699746,0.001908397,0,0,0,0.047709924,0,0,0,0,0,0,0,0.325699746,0,0,0,0.159075099,-0.012820082
1696,-0.071299843,26007,10.23742085,0.02420666,0.240260131,0.100258927,0.002476474,0.043090639,0.265973254,0.491167245,0.002476474,0,0,0,0.043090639,0,0,0,0.265973254,0,0,0,0.491167245,0,0,0,0.338764971,0.577758683
1794,-0.066537678,14273,9.632662597,0.021009337,0.149288573,0.026678524,0.000564334,0.116252822,0.041760722,0.186794582,0,0.002729372,0.000564334,0,0,0.077892085,0.116252822,0,0,0.157463783,0.041760722,0,0,0.213310938,0.186794582,0,0.527984178,0.860143228
1874,0.002436055,32469,10.38560501,0.035405079,0.33949214,0.27376058,0.001938707,0.045857878,0.374841548,0.164193572,0,0.012899768,0.001938707,0,0,0.130534215,0.045857878,0,0,0.192781847,0.374841548,0,0,0.165981776,0.164193572,0,0.358564749,1.095583096
1936,-0.049072962,7913,9.025335218,0.019803922,0.130784314,0.042156863,0,0.042726348,0.215666328,0.186164802,0,0,0,0,0.042726348,0,0,0,0.215666328,0,0,0,0.186164802,0,0,0,0.108751524,0.27918237
2130,-0.055543687,2066,7.688913337,0.033884949,0.088258471,0,0,0.232258065,0,0.296774194,0,0.001908397,0,0,0,0.047709924,0.232258065,0,0,0,0,0,0,0.325699746,0.296774194,0,0.60700023,0.597325501
2309,-0.091850096,1237,7.212294469,0.031636864,0.209078404,0,0,0.005714286,0,0.062857143,0,0,0,0,0,0.042726348,0.005714286,0,0,0.215666328,0,0,0,0.186164802,0.062857143,0,0.232297656,0.971727066
2381,-0.069512632,1667,7.488293515,0.029469548,0.077603143,0,0,0.302752294,0,0.04587156,0,0,0,0,0,0,0,0.302752294,0,0,0,0,0,0,0,0.04587156,0.929834598,1.214893344
2577,-0.108946891,1503,7.424165281,0.028436019,0.061611374,0,0,0.039473684,0,0.236842105,0,0,0,0,0,0,0,0.039473684,0,0,0,0,0,0,0,0.236842105,0.529615171,1.07302981
2915,-0.116051188,3917,8.389132521,0.02186805,0.137509266,0,0,0.051162791,0,0.406976744,0,0,0,0,0.051162791,0,0,0,0,0,0,0,0.406976744,0,0,0,-0.167689588,0.235541666
2988,-0.055596959,1994,7.65349491,0.018998273,0.052677029,0.000863558,0,0.083333333,0,0.226190476,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0.226190476,0.245488816,-0.507242347
3039,-0.053575007,4706,8.510168576,0.013911356,0.132319638,0.00032352,0.002207506,0.059602649,0,0.185430464,0,0.001908397,0.002207506,0,0,0.047709924,0.059602649,0,0,0,0,0,0,0.325699746,0.185430464,0,0.619906741,-0.200955527
3397,-0.099553039,898,6.899723107,0.022770398,0.557874763,0,0,0,0,0.954248366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954248366,0.730175671,0.452785607
3459,-0.089631715,1461,7.376508126,0.021064302,0.033259424,0,0,0.040816327,0,0,0,0,0,0,0,0.042726348,0.040816327,0,0,0.215666328,0,0,0,0.186164802,0,0,0.071354797,-0.789620277
3761,0.003100778,969,6.873163834,0.027210884,0.117346939,0.005102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587441718,2.621768684
3805,-0.023285366,1613,7.409136444,0.018292683,0.023373984,0,0,0,0,0.073170732,0,0.009799744,0,0,0,0.025138475,0,0,0,0.480329499,0,0,0,0.210481466,0.073170732,0,-0.188826422,0.096794632
3841,-0.164549387,246,5.669880923,0.08,0,0,0,0,0,0,0,0.002026342,0,0,0,0.342451874,0,0,0,0.055724417,0,0,0,0.052684904,0,0,0.868458179,-1.852634122
3958,-0.030021016,3150,8.085178748,0.022304833,0.04992034,0,0,0.014705882,0,0.088235294,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0.088235294,0.406182003,2.43472382
4008,-0.077506499,1154,7.128495946,0.03030303,0.046176046,0,0,0.056603774,0,0.226415094,0,0.001466276,0,0,0,0.068914956,0.056603774,0,0,0.023460411,0,0,0,0.070381232,0.226415094,0,0.465167152,-0.252404584
4106,0.035449469,1895,7.511524648,0.02092415,0.014821273,0,0,0.097560976,0,0.024390244,0,0,0,0,0,0,0,0.097560976,0,0,0,0,0,0,0,0.024390244,0.315364138,0.075723478
4142,-0.014395642,2069,7.64921632,0.020995334,0.057542768,0.025660964,0,0.089552239,0.246268657,0.074626866,0,0.012899768,0,0,0,0.130534215,0.089552239,0,0,0.192781847,0.246268657,0,0,0.165981776,0.074626866,0,0.154187855,0.645019445
4188,0.022472856,2160,7.655390645,0.015048909,0.038374718,0.046651618,0,0.022556391,0,0.090225564,0,0.009799744,0,0,0,0.025138475,0.022556391,0,0,0.480329499,0,0,0,0.210481466,0.090225564,0,-0.043804255,1.821056688
4240,-0.005097176,3131,8.054204897,0.015321757,0.151174668,0,0,0.003067485,0,0.45398773,0,0.012899768,0,0,0,0.130534215,0.003067485,0,0,0.192781847,0,0,0,0.165981776,0.45398773,0,0.304532998,0.99305693
4268,-0.014042357,990,6.9117473,0.036458333,0.074652778,0.015625,0,0,0,0,0,0.000880282,0,0,0,0.058098592,0,0,0,0.719190141,0,0,0,0.012323944,0,0,0.795231848,0.104842423
4302,-0.092716145,1544,7.434847875,0.031212485,0.056422569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11290264,1.365547539
4366,-0.006138476,4385,8.39208338,0.029727794,0.499641834,0.112106017,0.001116695,0.033500838,0.169179229,0.486320491,0,0.012899768,0.001116695,0,0,0.130534215,0.033500838,0,0,0.192781847,0.169179229,0,0,0.165981776,0.486320491,0,0.214053171,0.653399843
4482,-0.014557665,2114,7.670894831,0.025914634,0.047256098,0.019817073,0,0.016393443,0.016393443,0.016393443,0,0.000880282,0,0,0,0.058098592,0.016393443,0,0,0.719190141,0.016393443,0,0,0.012323944,0.016393443,0,0.113848579,1.696905433
4525,-0.084607099,1631,7.481555702,0.022494888,0.120654397,0.00204499,0,0.028169014,0,0.056338028,0,0,0,0,0,0,0,0.028169014,0,0,0,0,0,0,0,0.056338028,-0.818336305,1.003872531
4703,-0.048049698,1158,7.102499356,0.027732463,0.042414356,0,0,0.093023256,0,0,0,0,0,0,0,0,0,0.093023256,0,0,0,0,0,0,0,0,0.780303428,2.536258505
4767,-0.081774049,2042,7.703459048,0.025498008,0.073306773,0,0,0.169354839,0,0.153225806,0,0,0,0,0,0,0,0.169354839,0,0,0,0,0,0,0,0.153225806,-0.236423531,0.62185862
4927,0.024055135,6900,8.815221556,0.017427196,0.114193992,0.005044715,0.001677852,0.043624161,0.030201342,0.402684564,0,0.012899768,0.001677852,0,0,0.130534215,0.043624161,0,0,0.192781847,0.030201342,0,0,0.165981776,0.402684564,0,0.2831171,0.841035964
4981,-0.200514213,581,6.56526497,0.04516129,0.025806452,0,0,0,0,0,0,0,0,0,0,0.042726348,0,0,0,0.215666328,0,0,0,0.186164802,0,0,0.324033601,1.026907488
5103,-0.007863736,5320,8.587092319,0.024046921,0.248680352,0,0,0.43655914,0,0.198924731,0,0,0,0,0,0,0,0.43655914,0,0,0,0,0,0,0,0.198924731,0.63932579,0.378566358
5167,-0.133940809,1221,7.241366283,0.025714286,0.044285714,0,0,0.06122449,0,0.244897959,0,0.002729372,0,0,0,0.077892085,0.06122449,0,0,0.157463783,0,0,0,0.213310938,0.244897959,0,-0.171879838,1.393204447
5210,-0.085808426,2634,7.962067309,0.019350811,0.098626717,0.001248439,0,0.062827225,0,0.319371728,0,0.002729372,0,0,0,0.077892085,0.062827225,0,0,0.157463783,0,0,0,0.213310938,0.319371728,0,0.097293246,0.944790028
5309,-0.013932114,2566,7.864035659,0.021397105,0.065449969,0,0,0.014492754,0,0.079710145,0,0,0,0,0,0,0,0.014492754,0,0,0,0,0,0,0,0.079710145,0.390021864,0.619161102
5336,-0.078502067,3098,8.117014088,0.017883756,0.296075509,0,0,0.030063291,0,0.034810127,0,0,0,0,0,0.051162791,0.030063291,0,0,0,0,0,0,0.406976744,0.034810127,0,0.069691849,0.611177578
5577,-0.033806036,2792,7.9683195,0.011452682,0.033152502,0.003013864,0,0.265822785,0.012658228,0.025316456,0,0.012899768,0,0,0,0.130534215,0.265822785,0,0,0.192781847,0.012658228,0,0,0.165981776,0.025316456,0,-0.228074701,-0.824830317
5700,-0.028612101,3273,8.122074375,0.01754386,0.01705653,0,0,0.042253521,0,0.028169014,0,0,0,0,0,0,0,0.042253521,0,0,0,0,0,0,0,0.028169014,0.758291456,0.358580237
5755,-0.103789886,2039,7.724004657,0.018025078,0.126959248,0,0,0.032432432,0,0.4,0,0.002729372,0,0,0,0.077892085,0.032432432,0,0,0.157463783,0,0,0,0.213310938,0.4,0,0.633512158,0.746703476
5826,-0.130874934,801,6.816735881,0.030732861,0.023640662,0,0,0,0,0,0,0,0,0,0,0.042726348,0,0,0,0.215666328,0,0,0,0.186164802,0,0,0.54095814,-0.55238273
6048,-0.008700436,1831,7.52131798,0.021072797,0.039272031,0.000957854,0,0,0.015625,0.328125,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0.328125,0.814183811,0.804992588
6119,-0.199001246,545,6.499787041,0.030716724,0.064846416,0.040955631,0,0.125,0,0.175,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.175,-0.005037899,1.126237474
6164,-0.170440229,635,6.624065228,0.047945205,0.181506849,0,0,0.388059701,0,0,0,0.009799744,0,0,0,0.025138475,0.388059701,0,0,0.480329499,0,0,0,0.210481466,0,0,-0.872338696,4.083757798
6217,-0.006457976,3550,8.181160858,0.018577254,0.089261441,0.016764839,0.018181818,0.127272727,0.036363636,0.349090909,0,0.002476474,0.018181818,0,0,0.043090639,0.127272727,0,0,0.265973254,0.036363636,0,0,0.491167245,0.349090909,0,0.521207047,0.610518417
6271,-0.143412322,1070,7.118826249,0.035769829,0.00777605,0,0,0.035714286,0,0.035714286,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0.035714286,0.629354792,0.061666266
6397,-0.020034059,593,6.405228458,0.02739726,0.024657534,0,0,0,0,0,0,0,0,0,0,0.051162791,0,0,0,0,0,0,0,0.406976744,0,0,-0.031250249,1.077901709
6468,-0.159973319,1003,7.070724107,0.019966722,0.103161398,0,0,0,0,0.121621622,0,0,0,0,0,0.051162791,0,0,0,0,0,0,0,0.406976744,0.121621622,0,0.600166816,-0.492455618
6547,-0.039882586,1278,7.192934221,0.029451138,0.077643909,0,0,0.2625,0,0,0,0.002729372,0,0,0,0.077892085,0.2625,0,0,0.157463783,0,0,0,0.213310938,0,0,-0.406409859,1.787386852
6592,-0.06387147,1031,7.002155954,0.024469821,0.143556281,0.003262643,0.019047619,0.152380952,0,0.561904762,0,0,0,0.019047619,0,0,0,0.152380952,0,0,0,0,0,0,0,0.561904762,-0.44484251,1.228144695
6627,-0.147824156,521,6.403574198,0.079037801,0.034364261,0,0,0,0,0,0,0.002729372,0,0,0,0.077892085,0,0,0,0.157463783,0,0,0,0.213310938,0,0,0.69307388,1.691333489
6761,-0.080235755,2789,8.013674143,0.01701427,0.076838639,0.038968167,0.185950413,0.132231405,0,0.111570248,0,0.001466276,0.185950413,0,0,0.068914956,0.132231405,0,0,0.023460411,0,0,0,0.070381232,0.111570248,0,-0.272658418,0.407356325
6930,-0.004360019,1602,7.383368147,0.024475524,0.094405594,0.005827506,0,0,0,0.009345794,0,0.009799744,0,0,0,0.025138475,0,0,0,0.480329499,0,0,0,0.210481466,0.009345794,0,0.471903828,1.838594007
6976,-0.128381167,1460,7.414572881,0.021905805,0.106243154,0,0,0.153846154,0,0.299145299,0,0,0,0,0,0.051162791,0.153846154,0,0,0,0,0,0,0.406976744,0.299145299,0,-0.00457289,0.790414472
7044,-0.012017312,2316,7.759614151,0.023154848,0.015918958,0.003617945,0,0.016949153,0.084745763,0.016949153,0,0.002476474,0,0,0,0.043090639,0.016949153,0,0,0.265973254,0.084745763,0,0,0.491167245,0.016949153,0,0.652040373,-0.381072284
7099,0.029120589,6411,8.736649955,0.020183486,0.088859764,0.008912189,0,0.031111111,0.075555556,0.26,0,0,0,0,0,0,0,0.031111111,0,0,0,0.075555556,0,0,0,0.26,0.18504855,0.737110844
7197,-0.086601036,1625,7.479864131,0.024363234,0.016611296,0,0,0.135135135,0,0.081081081,0,0,0,0,0,0,0,0.135135135,0,0,0,0,0,0,0,0.081081081,0.513492878,1.241006372
7348,-0.058883822,2638,7.936660155,0.018484288,0.032655576,0.001848429,0,0.034883721,0,0.11627907,0,0.009799744,0,0,0,0.025138475,0.034883721,0,0,0.480329499,0,0,0,0.210481466,0.11627907,0,0.581295703,1.78684712
7384,0.008138397,2961,7.985143931,0.014446228,0.403424291,0.069555912,0,0.041712404,0.142700329,0.060373216,0,0.012899768,0,0,0,0.130534215,0.041712404,0,0,0.192781847,0.142700329,0,0,0.165981776,0.060373216,0,0.123352118,0.217307219
7446,-0.077472354,1738,7.53796266,0.019516729,0.100371747,0,0,0.062015504,0,0.224806202,0,0.001908397,0,0,0,0.047709924,0.062015504,0,0,0,0,0,0,0.325699746,0.224806202,0,1.118384763,0.257605889
7767,-0.043625658,2422,7.835974582,0.023600809,0.084288604,0.002022927,0,0.036809816,0,0.079754601,0,0.002729372,0,0,0,0.077892085,0.036809816,0,0,0.157463783,0,0,0,0.213310938,0.079754601,0,0.982940856,1.673085231
7810,-0.035492202,2408,7.822044008,0.015091864,0.051181102,0.00328084,0.047169811,0.122641509,0,0.141509434,0,0.002026342,0.047169811,0,0,0.342451874,0.122641509,0,0,0.055724417,0,0,0,0.052684904,0.141509434,0,0.195087822,0.21152834
7865,-0.025300649,4371,8.408047744,0.017059891,0.034845735,0.000725953,0,0.048275862,0,0.082758621,0,0,0,0,0,0,0,0.048275862,0,0,0,0,0,0,0,0.082758621,0.467342092,0.706075721
7945,-0.03107046,2535,7.869019376,0.024804178,0.083550914,0.002610966,0,0.082352941,0.017647059,0.076470588,0,0.000880282,0,0,0,0.058098592,0.082352941,0,0,0.719190141,0.017647059,0,0,0.012323944,0.076470588,0,0.244985038,0.366576765
8014,-0.030166666,2906,8.004699511,0.016022099,0.164088398,0.001104972,0.006097561,0.176829268,0,0.030487805,0,0.016260163,0.006097561,0,0,0.046278924,0.176829268,0,0,0.09318324,0,0,0,0.203252033,0.030487805,0,0.272345222,0.336245593
8096,-0.044362919,7341,8.945593271,0.017918826,0.1167962,0.070811744,0.004201681,0.079831933,0.193277311,0.081932773,0,0.002729372,0.004201681,0,0,0.077892085,0.079831933,0,0,0.157463783,0.193277311,0,0,0.213310938,0.081932773,0,0.563061851,1.163975943
8158,-0.039816059,4973,8.551594618,0.017580872,0.088255977,0.01511955,0,0.072674419,0.125,0.247093023,0,0,0,0,0,0,0,0.072674419,0,0,0,0.125,0,0,0,0.247093023,0.748569987,0.477509263
8229,-0.05351964,1346,7.258412151,0.025240385,0.050480769,0,0,0.26984127,0,0.19047619,0,0.001908397,0,0,0,0.047709924,0.26984127,0,0,0,0,0,0,0.325699746,0.19047619,0,0.959120031,0.252732855
8354,-0.032696136,3099,8.071530894,0.015287296,0.109119663,0.011070111,0,0.050583658,0.058365759,0.031128405,0,0.009799744,0,0,0,0.025138475,0.050583658,0,0,0.480329499,0.058365759,0,0,0.210481466,0.031128405,0,0.265642378,0.970016748
8425,-0.111524445,1585,7.479864131,0.036324786,0.058760684,0,0,0.056179775,0,0.168539326,0,0.001908397,0,0,0,0.047709924,0.056179775,0,0,0,0,0,0,0.325699746,0.168539326,0,0.140015399,1.703822581
8826,0.001825484,5483,8.607582191,0.013864818,0.21519353,0.017908723,0,0.060818713,0.044444444,0.270175439,0,0.012899768,0,0,0,0.130534215,0.060818713,0,0,0.192781847,0.044444444,0,0,0.165981776,0.270175439,0,0.33329054,0.546013115
9019,-0.007056086,1271,7.154615357,0.025510204,0.034438776,0,0,0.127659574,0,0.021276596,0,0,0,0,0,0,0,0.127659574,0,0,0,0,0,0,0,0.021276596,0.743973417,0
9026,-0.030719857,2340,7.788626066,0.014935506,0.047522064,0,0,0.043478261,0,0.315217391,0,0.009799744,0,0,0,0.025138475,0.043478261,0,0,0.480329499,0,0,0,0.210481466,0.315217391,0,0.84851738,0
9262,-0.030120908,176264,12.10985906,0.054367288,0.376522575,0.228238532,0.023109862,0.116285294,0.241670012,0.143463134,0.023109862,0,0,0,0.116285294,0,0,0,0.241670012,0,0,0,0.143463134,0,0,0,-0.082286822,0.364175129
9280,0.007113573,3668,8.20028826,0.016872428,0.143621399,0.058024691,0.001883239,0.097928437,0.197740113,0.212806026,0,0.023109862,0.001883239,0,0,0.116285294,0.097928437,0,0,0.241670012,0.197740113,0,0,0.143463134,0.212806026,0,0.476938814,0.794065772
9333,0.099640193,3680,8.111027838,0.013935811,0.296030405,0.109375,0.002014099,0.063444109,0.220543807,0.129909366,0,0.023109862,0.002014099,0,0,0.116285294,0.063444109,0,0,0.241670012,0.220543807,0,0,0.143463134,0.129909366,0,0.143047814,0.577705982
9360,0.069449388,2817,7.87397838,0.013186813,0.238461538,0.036263736,0.007633588,0.049618321,0.110687023,0.194656489,0,0.023109862,0.007633588,0,0,0.116285294,0.049618321,0,0,0.241670012,0.110687023,0,0,0.143463134,0.194656489,0,-0.192130654,0.315730169
9397,0.117599364,13610,9.400960732,0.007894152,0.147542806,0.016455415,0.007761966,0.225097025,0.005821475,0.17076326,0,0.023109862,0.007761966,0,0,0.116285294,0.225097025,0,0,0.241670012,0.005821475,0,0,0.143463134,0.17076326,0,0.367930104,0.321479646
9459,-0.045622772,8312,9.071078305,0.029473684,0.215885167,0.693588517,0.001834488,0.02792499,0.727680391,0.019364044,0.001834488,0,0,0,0.02792499,0,0,0,0.727680391,0,0,0,0.019364044,0,0,0,0.426887136,1.010421415
9495,0.011675957,8787,9.069352679,0.021774633,0.159499183,0.852476864,0.000351062,0.013340355,0.741793927,0.00719677,0.000351062,0,0,0,0.013340355,0,0,0,0.741793927,0,0,0,0.00719677,0,0,0,0.561019889,1.2049547
9538,-0.011539189,9564,9.177300518,0.065113204,0.218972071,0.392827632,0.003417969,0.041992188,0.5703125,0.136474609,0.003417969,0,0,0,0.041992188,0,0,0,0.5703125,0,0,0,0.136474609,0,0,0,0.342054634,-0.237620401
9574,-0.036007569,11210,9.360569085,0.02777392,0.133314817,0.218580753,0.001828822,0.053401609,0.506949525,0.104974396,0.001828822,0,0,0,0.053401609,0,0,0,0.506949525,0,0,0,0.104974396,0,0,0,0.324967831,0.726034718
9627,-0.04213881,7923,9.019664011,0.024395004,0.12217018,0.028688525,0.014476615,0.085746102,0.10467706,0.095768374,0.014476615,0,0,0,0.085746102,0,0,0,0.10467706,0,0,0,0.095768374,0,0,0,0.266075679,-0.229695851
9654,-0.009182801,8130,9.012499004,0.018044237,0.136786962,0.037058595,0,0.042467139,0.168857432,0.273003033,0,0,0,0,0.042467139,0,0,0,0.168857432,0,0,0,0.273003033,0,0,0,0.266225402,0.907597864
9690,-0.048872404,6369,8.808070155,0.038394415,0.300673149,0.070306657,0.000609013,0.066991474,0.168087698,0.355054811,0.000609013,0,0,0,0.066991474,0,0,0,0.168087698,0,0,0,0.355054811,0,0,0,0.240007307,0.511013816
9743,-0.070839402,2561,7.918992488,0.017208413,0.147864882,0.005098789,0.029962547,0.243445693,0,0.06741573,0,0,0,0.029962547,0,0,0,0.243445693,0,0,0,0,0,0,0,0.06741573,0.116529197,0.509862338
9798,-0.047407721,3378,8.172446818,0.015895954,0.044315992,0,0,0.072,0,0.04,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0.04,0.602825973,1.176074039
9832,-0.031831203,1515,7.355001921,0.028697572,0.049668874,0.033112583,0,0.069306931,0,0.089108911,0,0.000609013,0,0,0,0.066991474,0.069306931,0,0,0.168087698,0,0,0,0.355054811,0.089108911,0,-0.07862342,1.075557457
9887,-0.006594466,1058,6.970730078,0.034013605,0.044217687,0.00170068,0,0.170212766,0,0.234042553,0,0.000529942,0,0,0,0.04027557,0.170212766,0,0,0.607313196,0,0,0,0.052994171,0.234042553,0,1.192220663,0.412991288
9930,-0.055796562,2980,8.055475142,0.017524644,0.083242059,0,0,0.195652174,0,0.152173913,0,0,0,0,0,0,0,0.195652174,0,0,0,0,0,0,0,0.152173913,0.502747202,0.851322796
10006,-0.043450117,1824,7.552237288,0.039964476,0.036412078,0,0,0.046511628,0,0.034883721,0,0.000529942,0,0,0,0.04027557,0.046511628,0,0,0.607313196,0,0,0,0.052994171,0.034883721,0,0.520720767,1.095417646
10051,-0.03454202,1821,7.5416831,0.019301471,0.024816176,0.000919118,0,0.06122449,0.020408163,0,0,0.000609013,0,0,0,0.066991474,0.06122449,0,0,0.168087698,0.020408163,0,0,0.355054811,0,0,0.159274941,0.942937077
10104,-0.085866403,2476,7.900266037,0.016359918,0.079072938,0.006134969,0.060402685,0.060402685,0,0.020134228,0,0,0,0.060402685,0,0,0,0.060402685,0,0,0,0,0,0,0,0.020134228,0.979881728,0.583676041
10195,-0.000294161,3399,8.131530711,0.015729266,0.059580553,0.010009533,0,0.089385475,0,0.011173184,0,0.003417969,0,0,0,0.041992188,0.089385475,0,0,0.5703125,0,0,0,0.136474609,0.011173184,0,-0.334885975,1.765203195
10239,-0.044344226,1213,7.145196135,0.027855153,0.077994429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362360656,-0.499848298
10293,-0.043218405,3351,8.160232492,0.015748031,0.083661417,0.016732283,0.004237288,0.105932203,0.13559322,0.258474576,0,0.000609013,0.004237288,0,0,0.066991474,0.105932203,0,0,0.168087698,0.13559322,0,0,0.355054811,0.258474576,0,0.884047538,0.675636269
10346,-0.11193919,1106,7.120444372,0.021116139,0.015082956,0,0,0.041666667,0,0.125,0,0.000609013,0,0,0,0.066991474,0.041666667,0,0,0.168087698,0,0,0,0.355054811,0.125,0,0.364961776,-1.347631648
10373,-0.02839652,2708,7.932362154,0.020310633,0.04958184,0.015531661,0.006993007,0.146853147,0.06993007,0.06993007,0,0.003417969,0.006993007,0,0,0.041992188,0.146853147,0,0,0.5703125,0.06993007,0,0,0.136474609,0.06993007,0,0.559283798,1.248333071
10417,-0.105282327,1279,7.259116128,0.019125683,0.107923497,0.00136612,0.010638298,0.20212766,0,0.010638298,0,0,0,0.010638298,0,0,0,0.20212766,0,0,0,0,0,0,0,0.010638298,0.617293273,0.941237297
10453,-0.043342306,2235,7.755338813,0.02023988,0.032233883,0.02023988,0,0.051546392,0.237113402,0.113402062,0,0.001828822,0,0,0,0.053401609,0.051546392,0,0,0.506949525,0.237113402,0,0,0.104974396,0.113402062,0,0.252394086,0.543102268
10514,0.001471129,2721,7.907283609,0.012360212,0.056503826,0,0,0.264957265,0,0,0,0.000738007,0,0,0,0.02804428,0.264957265,0,0,0.689298893,0,0,0,0.022878229,0,0,0.189447199,1.353016029
10532,-0.032321235,2892,8.002024818,0.017114914,0.050122249,0,0,0.081818182,0,0.2,0,0,0,0,0,0,0,0.081818182,0,0,0,0,0,0,0,0.2,0.527060261,1.510968635
10649,-0.120111325,1144,7.162397497,0.067031464,0.047879617,0,0,0,0,0.083333333,0,0.000609013,0,0,0,0.066991474,0,0,0,0.168087698,0,0,0,0.355054811,0.083333333,0,-0.301025823,0.181940931
10701,-0.067411843,1477,7.365180126,0.021205357,0.015625,0,0,0,0,0,0,0.000609013,0,0,0,0.066991474,0,0,0,0.168087698,0,0,0,0.355054811,0,0,0.291221254,-0.981460793
10765,0.026382992,1421,7.232733136,0.02774427,0.025331725,0.016887817,0,0.017241379,0.017241379,0,0,0.001828822,0,0,0,0.053401609,0.017241379,0,0,0.506949525,0.017241379,0,0,0.104974396,0,0,-0.110066487,-0.764283585
10827,0.005763705,3132,8.043663352,0.012151899,0.253670886,0.016708861,0,0.012544803,0,0.068100358,0,0,0,0,0,0,0,0.012544803,0,0,0,0,0,0,0,0.068100358,1.084487908,1.012960162
10872,-0.025510336,4025,8.325790526,0.018766756,0.08770586,0.065875144,0.015555556,0.062222222,0.233333333,0.135555556,0,0,0,0.015555556,0,0,0,0.062222222,0,0,0,0.233333333,0,0,0,0.135555556,0.843190164,-0.044299019
10916,-0.03487131,2508,7.862112212,0.017621145,0.04468219,0.00377596,0,0.019047619,0,0.019047619,0,0,0,0,0,0,0,0.019047619,0,0,0,0,0,0,0,0.019047619,0.643572438,0.801586077
10943,-0.067407215,3829,8.317766167,0.037752414,0.128182616,0,0,0.021164021,0,0.150793651,0,0,0,0,0,0,0,0.021164021,0,0,0,0,0,0,0,0.150793651,0.50756298,0.619212786
11058,-0.161629817,2588,8.020270473,0.019028871,0.133858268,0,0,0.012875536,0,0.012875536,0,0,0,0,0,0,0,0.012875536,0,0,0,0,0,0,0,0.012875536,0.039024519,1.447530356
11174,-0.17640438,1130,7.206377291,0.023847377,0.146263911,0,0,0.140186916,0,0.009345794,0,0,0,0,0,0,0,0.140186916,0,0,0,0,0,0,0,0.009345794,0.872365673,1.917817771
11236,-0.061339981,1233,7.178545484,0.023021583,0.04028777,0,0,0,0,0.204545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204545455,0.254627637,1.372303988
11307,-0.106823574,683,6.633318433,0.021028037,0.021028037,0,0,0,0,0,0,0.000609013,0,0,0,0.066991474,0,0,0,0.168087698,0,0,0,0.355054811,0,0,0.263497073,-0.108010239
11352,0.008692271,2542,7.832014181,0.015243902,0.154268293,0.031707317,0.024242424,0.057575758,0,0.039393939,0,0.023109862,0.024242424,0,0,0.116285294,0.057575758,0,0,0.241670012,0,0,0,0.143463134,0.039393939,0,0.387482104,0.525905824
