SIRUTA,LN_Pop2018_Pop2011,PopAdj,Pop2011Offset,EmpPublic,EmpLocal,EmpForeign,EmpForeign_BusinessServices,EmpLocal_BusinessServices,EmpForeign_Manufacturing,EmpLocal_Manufacturing,EmpForeign_BusServ_Core,EmpForeign_BusServ_CoreofPeri,EmpForeign_BusServ_Periurban,EmpForeign_BusServ_Village,EmpLocal_BusServ_Core,EmpLocal_BusServ_CoreofPeri,EmpLocal_BusServ_Periurban,EmpLocal_BusServ_Village,EmpForeign_Man_Core,EmpForeign_Man_CoreofPeri,EmpForeign_Man_Periurban,EmpForeign_Man_Village,EmpLocal_Man_Core,EmpLocal_Man_CoreofPeri,EmpLocal_Man_Periurban,EmpLocal_Man_Village,D_PIT_USDdef,D_Turnover_USDdef
25291,-0.044207876,3031,8.060855753,0.018018018,0.032326444,0,0,0.042105263,0,0.094736842,0,0,0,0,0,0,0,0.042105263,0,0,0,0,0,0,0,0.094736842,0.611725353,0.667405782
25362,-0.007376905,2296,7.746300662,0.031295488,0.040756914,0,0,0.060606061,0,0.111111111,0,0,0,0,0,0,0,0.060606061,0,0,0,0,0,0,0,0.111111111,0.299969619,0.890490404
25488,-0.088158045,3559,8.265392931,0.014103731,0.012283894,0,0,0,0,0.017241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0.418790424,-0.986405497
25521,-0.049874153,4654,8.495356497,0.031286211,0.013132484,0,0,0,0,0.052173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052173913,0.64208948,0.571221019
25629,-0.036511992,2474,7.850103545,0.0234375,0.005681818,0,0,0.024390244,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0,0,0,0,0.473104483,1.739575255
25692,0.014027306,3087,8.020927719,0.024164524,0.037017995,0,0,0.033613445,0,0.168067227,0,0,0,0,0,0,0,0.033613445,0,0,0,0,0,0,0,0.168067227,0.127165368,-0.495558213
25745,-0.080202485,2407,7.866338923,0.021551724,0.01795977,0,0,0,0,0,0,0.000303951,0,0,0,0.065349544,0,0,0,0.003343465,0,0,0,0.424924012,0,0,0.995211581,0.468874791
25825,-0.017046367,5642,8.655040258,0.012540894,0.079062159,0.135768811,0,0.020383693,0.597122302,0.061151079,0,0.003322584,0,0,0,0.091077885,0.020383693,0,0,0.159972638,0.597122302,0,0,0.176585557,0.061151079,0,0.328530567,0.444369016
25861,-0.005411441,3133,8.055157732,0.016129032,0.103616813,0.000488759,0,0.044715447,0,0.264227642,0,0,0,0,0,0,0,0.044715447,0,0,0,0,0,0,0,0.264227642,-0.271485386,0.052459794
25932,-0.005372918,3898,8.273591798,0.030225628,0.007662835,0,0,0.02247191,0,0,0,0,0,0,0,0,0,0.02247191,0,0,0,0,0,0,0,0,0.481860401,1.583894508
26029,-0.043942631,3673,8.252706677,0.015604681,0.044213264,0.002167317,0,0.111888112,0,0.160839161,0,0,0,0,0,0,0,0.111888112,0,0,0,0,0,0,0,0.160839161,0.636381703,1.23462461
26083,0.031478762,4421,8.362642432,0.019624945,0.079372002,0.003924989,0,0.021186441,0.033898305,0.004237288,0,0,0,0,0,0,0,0.021186441,0,0,0,0.033898305,0,0,0,0.004237288,0.009328396,1.350529581
26118,-0.103311488,2003,7.705712824,0.024523161,0.015440509,0,0,0.068181818,0,0.022727273,0,0,0,0,0,0,0,0.068181818,0,0,0,0,0,0,0,0.022727273,0.235274207,0.112498832
26289,-0.060587879,4803,8.537583881,0.016876342,0.032218472,0.00122737,0,0.079268293,0,0.103658537,0,0,0,0,0,0,0,0.079268293,0,0,0,0,0,0,0,0.103658537,0.550132609,0.209422552
26320,0.042889785,2239,7.670894831,0.017482517,0.085314685,0.01958042,0,0.08,0,0.165714286,0,0.02112703,0,0,0,0.133123209,0.08,0,0,0.067316141,0,0,0,0.188481375,0.165714286,0,0.185226467,1.748827355
26338,0.042949449,3235,8.038834758,0.018358531,0.024838013,0.000539957,0.012345679,0.037037037,0,0,0,0.003322584,0.012345679,0,0,0.091077885,0.037037037,0,0,0.159972638,0,0,0,0.176585557,0,0,0.884998069,3.051752471
26346,0.055191361,4302,8.311643949,0.015739385,0.019033675,0.00329429,0,0.153846154,0,0.019230769,0,0,0,0,0,0,0,0.153846154,0,0,0,0,0,0,0,0.019230769,0.15693075,0
26353,0.006496166,2471,7.80588204,0.022130014,0.004840941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.312113148,0
26361,-0.085602352,2249,7.803843304,0.016666667,0.131333333,0.001333333,0,0.022321429,0.004464286,0.723214286,0,0,0,0,0,0,0,0.022321429,0,0,0,0.004464286,0,0,0,0.723214286,0.537053062,0
26379,0.021291556,1519,7.304515946,0.019396552,0.109913793,0.005387931,0,0.104,0,0.064,0,0.02112703,0,0,0,0.133123209,0.104,0,0,0.067316141,0,0,0,0.188481375,0.064,0,-0.096127114,1.506005089
26564,-0.015820596,220614,12.31999044,0.054524929,0.374570636,0.175676141,0.03272363,0.140273399,0.140717302,0.122540037,0.03272363,0,0,0,0.140273399,0,0,0,0.140717302,0,0,0,0.122540037,0,0,0,0.205524727,0.41573453
26582,0.16283595,11506,9.187787968,0.032501371,0.433488755,0.009325288,0.001154068,0.510963647,0.001731102,0.035199077,0,0.03272363,0.001154068,0,0,0.140273399,0.510963647,0,0,0.140717302,0.001731102,0,0,0.122540037,0.035199077,0,0.791926853,0.909383052
26653,0.33230474,6561,8.456593569,0.012042718,0.402862986,0.182685753,0.007604563,0.068821293,0.291634981,0.28973384,0,0.03272363,0.007604563,0,0,0.140273399,0.068821293,0,0,0.140717302,0.291634981,0,0,0.122540037,0.28973384,0,0.843347019,0.696907931
26699,-0.014548292,11191,9.337413455,0.04440697,0.25519955,0.190134907,0.013199426,0.080631277,0.345480631,0.098708752,0.013199426,0,0,0,0.080631277,0,0,0,0.345480631,0,0,0,0.098708752,0,0,0,-0.020200222,-0.309305661
26742,-0.029645648,3689,8.242756346,0.015497202,0.185105467,0.005596212,0,0.039665971,0,0.254697286,0,0.013199426,0,0,0,0.080631277,0.039665971,0,0,0.345480631,0,0,0,0.098708752,0.254697286,0,0.333610601,0.49332801
26804,-0.048931381,11127,9.366061247,0.071878941,0.308112652,0.289897716,0.002091613,0.067768249,0.405145367,0.13909224,0.002091613,0,0,0,0.067768249,0,0,0,0.405145367,0,0,0,0.13909224,0,0,0,-0.120099602,0.79783559
26840,-0.103113604,7218,8.987446789,0.059800664,0.247508306,0.210548173,0.000801925,0.0521251,0.394947875,0.154370489,0.000801925,0,0,0,0.0521251,0,0,0,0.394947875,0,0,0,0.154370489,0,0,0,-0.072719597,0.036217827
26877,-0.052653789,17849,9.842356553,0.038549521,0.258154706,0.063288994,0.001412097,0.10214168,0.15815486,0.26500353,0.001412097,0,0,0,0.10214168,0,0,0,0.15815486,0,0,0,0.26500353,0,0,0,-0.324449532,0.348089033
26920,-0.022749796,2086,7.665753432,0.093613933,0.106676343,0,0,0.050724638,0,0.018115942,0,0.000801925,0,0,0,0.0521251,0.050724638,0,0,0.394947875,0,0,0,0.154370489,0.018115942,0,0.043271101,0.031176531
26975,-0.049798343,18978,9.900834035,0.031499267,0.208530034,0.214227576,0.004837843,0.059845906,0.416054471,0.121304426,0.004837843,0,0,0,0.059845906,0,0,0,0.416054471,0,0,0,0.121304426,0,0,0,0.019715551,0.434204251
27007,-0.117544878,2333,7.87245515,0.021167883,0.105839416,0.051094891,0.008196721,0.077868852,0.192622951,0.204918033,0,0.000801925,0.008196721,0,0,0.0521251,0.077868852,0,0,0.394947875,0.192622951,0,0,0.154370489,0.204918033,0,-0.247098274,0.754452344
27070,-0.044068433,3063,8.07121854,0.017885324,0.064702788,0.013677012,0.005464481,0.043715847,0.114754098,0,0,0.001412097,0.005464481,0,0,0.10214168,0.043715847,0,0,0.15815486,0.114754098,0,0,0.26500353,0,0,0.35525033,0.311987642
27169,-0.005518599,3072,8.035602693,0.017034068,0.050601202,0,0,0.118518519,0,0.118518519,0,0.001412097,0,0,0,0.10214168,0.118518519,0,0,0.15815486,0,0,0,0.26500353,0.118518519,0,0.261459263,0.869348484
27212,-0.028803063,2943,8.015987811,0.017699115,0.099004425,0.076327434,0.051575931,0.042979943,0.017191977,0.054441261,0,0.013199426,0.051575931,0,0,0.080631277,0.042979943,0,0,0.345480631,0.017191977,0,0,0.098708752,0.054441261,0,0.013187865,1.098529859
27285,0.012512894,3458,8.135932772,0.020574163,0.029186603,0.04784689,0,0.024509804,0,0.044117647,0,0,0,0,0,0,0,0.024509804,0,0,0,0,0,0,0,0.044117647,-0.6902874,1.001636313
27329,-0.036520072,3280,8.132118773,0.026262626,0.058080808,0.005050505,0,0.305084746,0.016949153,0.016949153,0,0,0,0,0,0,0,0.305084746,0,0,0,0.016949153,0,0,0,0.016949153,0.24313546,-1.496068685
27383,0.00177148,5650,8.637639344,0.02010201,0.053105311,0.00450045,0.007722008,0.034749035,0,0.166023166,0,0.004837843,0.007722008,0,0,0.059845906,0.034749035,0,0,0.416054471,0,0,0,0.121304426,0.166023166,0,0.238638322,0.402988149
27436,0.07683851,4570,8.350429974,0.012391159,0.237441393,0.40087073,0.003602676,0.04734946,0.519300051,0.055584148,0,0.03272363,0.003602676,0,0,0.140273399,0.04734946,0,0,0.140717302,0.519300051,0,0,0.122540037,0.055584148,0,0.321182452,0.181483633
27506,-0.068479129,1298,7.237059026,0.026315789,0.046365915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882338242,1.019947093
27560,-0.028616411,3927,8.304247465,0.024390244,0.223867596,0.00087108,0.001748252,0.013986014,0,0.237762238,0,0,0,0.001748252,0,0,0,0.013986014,0,0,0,0,0,0,0,0.237762238,-0.148654854,1.241620694
27631,0.076194979,4280,8.285513309,0.025917927,0.465802736,0.897048236,0.049766719,0.036547434,0.5624676,0.056505962,0,0.03272363,0.049766719,0,0,0.140273399,0.036547434,0,0,0.140717302,0.5624676,0,0,0.122540037,0.056505962,0,0.376142987,-0.338457483
27686,-0.071171506,4799,8.547334348,0.044524237,0.140394973,0.002513465,0,0.25862069,0,0.076628352,0,0,0,0,0,0,0,0.25862069,0,0,0,0,0,0,0,0.076628352,0.803029016,1.157095075
27757,-0.085396098,3511,8.249052274,0.017069701,0.053579896,0.04077762,0.034042553,0.042553191,0.327659574,0.017021277,0,0.013199426,0.034042553,0,0,0.080631277,0.042553191,0,0,0.345480631,0.327659574,0,0,0.098708752,0.017021277,0,0.340230131,2.183145942
27846,0.02011241,2712,7.885329239,0.01983881,0.06199628,0,0,0.287878788,0,0.295454545,0,0,0,0,0,0,0,0.287878788,0,0,0,0,0,0,0,0.295454545,-0.286737518,0.147826937
27908,-0.014886229,2067,7.648739789,0.024351925,0.031421838,0,0,0,0,0.014084507,0,0.001412097,0,0,0,0.10214168,0,0,0,0.15815486,0,0,0,0.26500353,0.014084507,0,0.481524952,2.592193174
27935,-0.074801213,2060,7.705262475,0.041538462,0.147692308,0.019230769,0.070110701,0.088560886,0,0.073800738,0,0,0,0.070110701,0,0,0,0.088560886,0,0,0,0,0,0,0,0.073800738,0.899658486,-0.320617328
27971,-0.042010845,4405,8.432506383,0.015810277,0.079410708,0,0,0.060377358,0,0.226415094,0,0,0,0,0,0,0,0.060377358,0,0,0,0,0,0,0,0.226415094,0.156579675,0.931608611
28077,-0.058935103,1812,7.56112159,0.019408503,0.052680222,0.002772643,0.037037037,0.049382716,0,0,0,0,0,0.037037037,0,0,0,0.049382716,0,0,0,0,0,0,0,0,-0.060960498,0.148739431
28139,-0.133799789,1397,7.375882148,0.029062087,0.047556143,0,0,0.275862069,0,0,0,0,0,0,0,0,0,0.275862069,0,0,0,0,0,0,0,0,0.259443034,0.596547622
28193,-0.082843046,1783,7.568895663,0.019588639,0.075416259,0,0,0.030927835,0,0.113402062,0,0,0,0,0,0,0,0.030927835,0,0,0,0,0,0,0,0.113402062,0.329286747,0.684902954
28246,-0.024447043,2384,7.800982071,0.016823688,0.118438762,0.02422611,0,0.063291139,0.147679325,0.341772152,0,0,0,0,0,0,0,0.063291139,0,0,0,0.147679325,0,0,0,0.341772152,0.71358837,-1.159633847
28335,-0.077078884,3457,8.225235324,0.0250501,0.065631263,0,0,0.049723757,0,0.08839779,0,0,0,0,0,0,0,0.049723757,0,0,0,0,0,0,0,0.08839779,0.550936536,1.130258233
28415,0.003703708,2164,7.676009932,0.020209581,0.08757485,0,0,0.069444444,0,0.375,0,0,0,0,0,0,0,0.069444444,0,0,0,0,0,0,0,0.375,0.149352595,0.929033047
28497,-0.039708445,2444,7.841099765,0.029494382,0.028792135,0.00491573,0,0.044444444,0.055555556,0,0,0.007561437,0,0,0,0.070888469,0.044444444,0,0,0.260869565,0.055555556,0,0,0.060491493,0,0,0.189966095,0.627050494
28530,-0.020272018,3174,8.083019919,0.022940563,0.133472367,0.007820647,0,0.012698413,0,0.412698413,0,0.007561437,0,0,0,0.070888469,0.012698413,0,0,0.260869565,0,0,0,0.060491493,0.412698413,0,0.110662655,0.532456609
28610,-0.000441404,2265,7.725771442,0.024427481,0.060305344,0.00610687,0,0.050420168,0,0.025210084,0,0.007561437,0,0,0,0.070888469,0.050420168,0,0,0.260869565,0,0,0,0.060491493,0.025210084,0,0.462095065,0.89704858
28665,0.014630679,4613,8.422003004,0.022418229,0.064682102,0.006247703,0.007874016,0.035433071,0,0.015748031,0,0.004837843,0.007874016,0,0,0.059845906,0.035433071,0,0,0.416054471,0,0,0,0.121304426,0.015748031,0,0.261395072,1.212533995
28709,-0.077248852,2316,7.824845691,0.019135365,0.082211198,0,0,0.132867133,0,0.076923077,0,0.000801925,0,0,0,0.0521251,0.132867133,0,0,0.394947875,0,0,0,0.154370489,0.076923077,0,0.029237898,1.12665878
28763,-0.037944932,2896,8.009030685,0.019692308,0.076923077,0,0,0.01910828,0,0.01910828,0,0,0,0,0,0,0,0.01910828,0,0,0,0,0,0,0,0.01910828,0.478044624,-0.403383815
28816,-0.076449933,2102,7.727094485,0.024493243,0.07347973,0.000844595,0,0.094017094,0,0.136752137,0,0,0,0,0,0,0,0.094017094,0,0,0,0,0,0,0,0.136752137,0.192797117,0.362331981
28889,-0.139727626,1267,7.284134806,0.028688525,0.043715847,0,0,0.037735849,0,0.150943396,0,0,0,0,0,0,0,0.037735849,0,0,0,0,0,0,0,0.150943396,0.331564442,0.349196834
28941,-0.037466618,2436,7.835579247,0.016337645,0.061266167,0,0,0.096491228,0,0.026315789,0,0.002091613,0,0,0,0.067768249,0.096491228,0,0,0.405145367,0,0,0,0.13909224,0.026315789,0,0.617511519,0.075312956
29001,-0.005259874,3982,8.294799359,0.019607843,0.0317063,0.026282854,0,0.010752688,0.338709677,0.064516129,0,0.020702937,0,0,0,0.050553683,0.010752688,0,0,0.674289841,0.338709677,0,0,0.067645643,0.064516129,0,0.040854688,0.877343008
29038,-0.110074106,2561,7.958227192,0.01829653,0.051104101,0.000630915,0,0.036036036,0.009009009,0.099099099,0,0.013199426,0,0,0,0.080631277,0.036036036,0,0,0.345480631,0.009009009,0,0,0.098708752,0.099099099,0,0.382571313,0.727235431
29092,0.01087044,7122,8.860073424,0.017969452,0.085804133,0.04851752,0.004424779,0.032448378,0.303834808,0.202064897,0,0.007561437,0.004424779,0,0,0.070888469,0.032448378,0,0,0.260869565,0.303834808,0,0,0.060491493,0.202064897,0,0.257164883,-0.289793362
29154,-0.021826985,5438,8.62299361,0.028274293,0.106922327,0.007474813,0,0.022779043,0.0523918,0.091116173,0,0,0,0,0,0,0,0.022779043,0,0,0,0.0523918,0,0,0,0.091116173,0.638548883,-0.310025313
29243,-0.004774907,2925,7.985824666,0.019068985,0.102075154,0.365114975,0.002306805,0.025374856,0.720876586,0.07727797,0,0.002091613,0.002306805,0,0,0.067768249,0.025374856,0,0,0.405145367,0.720876586,0,0,0.13909224,0.07727797,0,0.93876779,1.541143008
29341,0.04677181,2648,7.834788107,0.029036827,0.03611898,0.004957507,0,0.060606061,0.060606061,0.04040404,0,0,0,0,0,0,0,0.060606061,0,0,0,0.060606061,0,0,0,0.04040404,-0.296274676,1.370018809
29403,-0.016065696,3643,8.216628493,0.022058824,0.086856618,0,0,0.105485232,0,0.17721519,0,0.002091613,0,0,0,0.067768249,0.105485232,0,0,0.405145367,0,0,0,0.13909224,0.17721519,0,0.534857292,1.416914428
29467,0.044057692,3921,8.23004431,0.013126492,0.096658711,0.008353222,0.016835017,0.03030303,0,0.249158249,0,0,0,0.016835017,0,0,0,0.03030303,0,0,0,0,0,0,0,0.249158249,0.273137141,0.440347579
29519,0.007599783,3170,8.053887084,0.019766853,0.145463761,0.022301064,0.010810811,0.083783784,0,0.089189189,0,0,0,0.010810811,0,0,0,0.083783784,0,0,0,0,0,0,0,0.089189189,0.188468119,0.674253283
29573,0.020547586,3196,8.049107721,0.022582513,0.049218298,0.003474233,0,0.069230769,0,0.207692308,0,0,0,0,0,0,0,0.069230769,0,0,0,0,0,0,0,0.207692308,0.316007621,0.741765279
29662,0.055605791,2385,7.721348613,0.024691358,0.070987654,0.020061728,0.02,0.066666667,0,0.033333333,0,0,0,0.02,0,0,0,0.066666667,0,0,0,0,0,0,0,0.033333333,0.875364186,2.711722721
29724,0.09573632,4929,8.407155086,0.018309859,0.063028169,0,0,0.134199134,0,0.017316017,0,0,0,0,0,0,0,0.134199134,0,0,0,0,0,0,0,0.017316017,0.686082614,-0.276206631
29760,-0.056837025,1556,7.40671073,0.018255578,0.047667343,0,0,0.092307692,0,0.384615385,0,0,0,0,0,0,0,0.092307692,0,0,0,0,0,0,0,0.384615385,1.341496175,2.181970962
29813,0.06140761,3274,8.032360148,0.02640264,0.069306931,0.009350935,0.005235602,0.073298429,0,0.193717277,0,0,0,0.005235602,0,0,0,0.073298429,0,0,0,0,0,0,0,0.193717277,0.537611211,2.756314326
29902,0.022671693,3658,8.182000136,0.02142206,0.111668186,0.002278943,0,0.151515152,0.013468013,0.202020202,0,0.013199426,0,0,0,0.080631277,0.151515152,0,0,0.345480631,0.013468013,0,0,0.098708752,0.202020202,0,0.665918475,-0.895820058
29948,-0.067400752,2682,7.961718816,0.016843419,0.106674984,0.023081722,0,0.059574468,0.157446809,0.225531915,0,0.000801925,0,0,0,0.0521251,0.059574468,0,0,0.394947875,0.157446809,0,0,0.154370489,0.225531915,0,0.439910142,0.556124723
30014,-0.042649636,2777,7.971776123,0.02015412,0.146413752,0.188500296,0.016694491,0.228714524,0.487479132,0.066777963,0,0.004837843,0.016694491,0,0,0.059845906,0.228714524,0,0,0.416054471,0.487479132,0,0,0.121304426,0.066777963,0,0.586825859,0.452584124
30069,-0.025869883,2671,7.916078096,0.013630731,0.104089219,0,0,0.115789474,0,0.215789474,0,0.013199426,0,0,0,0.080631277,0.115789474,0,0,0.345480631,0,0,0,0.098708752,0.215789474,0,0.322399967,1.674783783
30149,0.182560452,5861,8.493515064,0.010948905,0.354796663,0.02632951,0.000664894,0.068484043,0.047207447,0.376329787,0,0.03272363,0.000664894,0,0,0.140273399,0.068484043,0,0,0.140717302,0.047207447,0,0,0.122540037,0.376329787,0,0.54153581,0.589770626
30229,-0.04573859,2735,7.959625305,0.024271845,0.033373786,0.001213592,0,0.020618557,0,0,0,0,0,0,0,0,0,0.020618557,0,0,0,0,0,0,0,0,-0.041006198,2.72051428
30274,0.118534331,7157,8.757311847,0.013917884,0.182556251,0.061702621,0.017969452,0.074573226,0.210242588,0.196765499,0,0.03272363,0.017969452,0,0,0.140273399,0.074573226,0,0,0.140717302,0.210242588,0,0,0.122540037,0.196765499,0,0.290437761,0.416276293
30336,-0.061338518,3130,8.110126802,0.027692308,0.096410256,0.005128205,0,0.031746032,0,0.186507937,0,0,0,0,0,0,0,0.031746032,0,0,0,0,0,0,0,0.186507937,-0.400103894,-0.261865893
30416,-0.04363337,1435,7.312553498,0.015606242,0.044417767,0.051620648,0,0.075268817,0.462365591,0.11827957,0,0.002091613,0,0,0,0.067768249,0.075268817,0,0,0.405145367,0.462365591,0,0,0.13909224,0.11827957,0,0.757403139,-1.017315597
30470,-0.106880695,2695,8.006034179,0.019539428,0.071179344,0.001395673,0,0.03030303,0,0.121212121,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0.121212121,-0.222650807,0.761628357
30568,-0.057073474,7849,9.025214888,0.035351563,0.044140625,0.013867188,0.014644351,0.018828452,0.085774059,0.138075314,0,0.013199426,0.014644351,0,0,0.080631277,0.018828452,0,0,0.345480631,0.085774059,0,0,0.098708752,0.138075314,0,0.064038867,-0.327672913
30648,-0.05515923,1975,7.643482907,0.020657277,0.092957746,0,0,0.099173554,0,0.074380165,0,0,0,0,0,0,0,0.099173554,0,0,0,0,0,0,0,0.074380165,0.194063162,-0.168319316
30719,-0.035527102,2848,7.989899375,0.024705882,0.077647059,0,0,0.057471264,0,0.132183908,0,0.002091613,0,0,0,0.067768249,0.057471264,0,0,0.405145367,0,0,0,0.13909224,0.132183908,0,0.955811099,0.569375331
30773,-0.023116771,3036,8.041412909,0.015686275,0.087955182,0.373109244,0.001175088,0.002350176,0.777908343,0.001175088,0,0.000801925,0.001175088,0,0,0.0521251,0.002350176,0,0,0.394947875,0.777908343,0,0,0.154370489,0.001175088,0,-0.038230697,-0.690577241
30844,-0.030994632,2446,7.833203949,0.021512838,0.126995142,0.009021513,0,0.04845815,0,0.149779736,0,0,0,0,0,0,0,0.04845815,0,0,0,0,0,0,0,0.149779736,0.270160932,1.2112447
30871,0.010983087,1831,7.501634458,0.025689819,0.144624167,0.419600381,0.035483871,0.019354839,0.632258065,0.05483871,0,0,0,0.035483871,0,0,0,0.019354839,0,0,0,0.632258065,0,0,0,0.05483871,0.192360302,1.015964861
30915,-0.001975582,12642,9.446755465,0.026916175,0.063188926,0.045501154,0.007561437,0.070888469,0.260869565,0.060491493,0.007561437,0,0,0,0.070888469,0,0,0,0.260869565,0,0,0,0.060491493,0,0,0,-0.058926533,0.574807927
30988,-0.031483487,3064,8.058960018,0.019170984,0.051813472,0.092227979,0,0.012698413,0.485714286,0.057142857,0,0.001412097,0,0,0,0.10214168,0.012698413,0,0,0.15815486,0.485714286,0,0,0.26500353,0.057142857,0,0.428624365,-0.365628237
31011,0.013914049,4487,8.395025557,0.023613596,0.222898032,0.021109123,0.004010695,0.036096257,0.070855615,0.137700535,0,0,0,0.004010695,0,0,0,0.036096257,0,0,0,0.070855615,0,0,0,0.137700535,0.425001575,-0.17636715
31057,-0.076793691,1328,7.268223021,0.027932961,0.051675978,0,0,0.122807018,0,0.105263158,0,0,0,0,0,0,0,0.122807018,0,0,0,0,0,0,0,0.105263158,1.500233965,0.648154396
31128,-0.082541404,2429,7.877776333,0.022710623,0.096703297,0.002197802,0.018072289,0.271084337,0,0.15060241,0,0,0,0.018072289,0,0,0,0.271084337,0,0,0,0,0,0,0,0.15060241,0.486480383,-0.192901041
31208,-0.052975816,1158,7.107425474,0.027181688,0.034334764,0,0,0.069767442,0,0.11627907,0,0,0,0,0,0,0,0.069767442,0,0,0,0,0,0,0,0.11627907,0.143689976,0.373721984
31262,-0.027267476,4522,8.443977129,0.028363888,0.15150467,0.017640955,0.036777583,0.133099825,0,0.047285464,0,0,0,0.036777583,0,0,0,0.133099825,0,0,0,0,0,0,0,0.047285464,0.049434242,0.697368876
31333,-0.020816229,4041,8.325063694,0.017608518,0.068796069,0.000819001,0,0.150234742,0.009389671,0.0657277,0,0.020702937,0,0,0,0.050553683,0.150234742,0,0,0.674289841,0.009389671,0,0,0.067645643,0.0657277,0,0.263848361,1.566946711
31379,-0.060838503,1100,7.063903961,0.015256588,0.044382802,0.019417476,0.01754386,0.368421053,0,0,0,0.013199426,0.01754386,0,0,0.080631277,0.368421053,0,0,0.345480631,0,0,0,0.098708752,0,0,0.465641709,3.472324353
31422,-0.061263547,2485,7.879291485,0.018823529,0.038431373,0.007058824,0,0.073170732,0.097560976,0,0,0,0,0,0,0,0,0.073170732,0,0,0,0.097560976,0,0,0,0,0.254298528,0.744127069
31510,-0.055655784,3145,8.109224953,0.031099196,0.129758713,0.002680965,0,0.062295082,0,0.170491803,0,0,0,0,0,0,0,0.062295082,0,0,0,0,0,0,0,0.170491803,0.281843435,-0.068628606
31565,-0.01350632,2721,7.922261058,0.022018349,0.094189602,0,0,0.026315789,0,0.136842105,0,0.020702937,0,0,0,0.050553683,0.026315789,0,0,0.674289841,0,0,0,0.067645643,0.136842105,0,-0.232924966,0.150424573
31609,-0.014815086,2010,7.620705087,0.02811245,0.077108434,0,0,0.053435115,0,0.122137405,0,0.002091613,0,0,0,0.067768249,0.053435115,0,0,0.405145367,0,0,0,0.13909224,0.122137405,0,0.391929648,1.403400106
31654,-0.015589294,4519,8.431635303,0.022024867,0.076376554,0,0,0.025270758,0,0.014440433,0,0.001412097,0,0,0,0.10214168,0.025270758,0,0,0.15815486,0,0,0,0.26500353,0.014440433,0,0.418871561,-0.599463427
31716,-0.013460663,7084,8.879054662,0.024317504,0.134893324,0.014452856,0.001321004,0.059445178,0.033025099,0.227212682,0,0,0,0.001321004,0,0,0,0.059445178,0,0,0,0.033025099,0,0,0,0.227212682,0.192696576,0.790613106
31789,0.001686138,8310,9.02352875,0.036401241,0.088107549,0.01302999,0.02556391,0.106766917,0.046616541,0.090225564,0,0,0,0.02556391,0,0,0,0.106766917,0,0,0,0.046616541,0,0,0,0.090225564,0.376649594,0.07082958
31841,-0.014890415,2733,7.928045601,0.020858164,0.045887962,0.004171633,0,0.016806723,0,0.176470588,0,0.004837843,0,0,0,0.059845906,0.016806723,0,0,0.416054471,0,0,0,0.121304426,0.176470588,0,-0.238677565,0.61794802
31878,0.028170877,3276,8.066207568,0.022222222,0.094444444,0,0,0.359307359,0,0.108225108,0,0,0,0,0,0,0,0.359307359,0,0,0,0,0,0,0,0.108225108,0.390939555,0.455391101
31921,-0.093464206,2021,7.704811923,0.021588946,0.037132988,0,0,0.014705882,0,0.176470588,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0.176470588,0.824170905,0.775437327
31976,-0.045072532,3991,8.336869637,0.034076567,0.190576357,0.052587295,0,0.081942337,0.075872534,0.224582701,0,0,0,0,0,0,0,0.081942337,0,0,0,0.075872534,0,0,0,0.224582701,0.01494915,0.317469754
32027,-0.036344683,10888,9.331761227,0.023705376,0.147453083,0.414985184,0.020702937,0.050553683,0.674289841,0.067645643,0.020702937,0,0,0,0.050553683,0,0,0,0.674289841,0,0,0,0.067645643,0,0,0,0.070886278,0.408491551
32045,-0.035664998,1322,7.222566019,0.024154589,0.031400966,0,0,0.152173913,0,0.02173913,0,0.001412097,0,0,0,0.10214168,0.152173913,0,0,0.15815486,0,0,0,0.26500353,0.02173913,0,1.59440704,0.151495298
32090,-0.06654764,2020,7.677400431,0.026427962,0.058823529,0,0,0.04,0,0.04,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0.171374797,1.324598539
32153,0.012097897,2079,7.62754439,0.023183926,0.170788253,0.005409583,0,0.019379845,0,0.104651163,0,0,0,0,0,0,0,0.019379845,0,0,0,0,0,0,0,0.104651163,0.536887325,1.649019831
32161,0.369165171,3165,7.690743164,0.008268482,0.291828794,0.049610895,0.008344924,0.225312935,0.0945758,0.082058414,0,0.03272363,0.008344924,0,0,0.140273399,0.225312935,0,0,0.140717302,0.0945758,0,0,0.122540037,0.082058414,0,0.152482589,0.731910612
32179,0.035261476,2309,7.709308333,0.019490255,0.065967016,0.000749625,0,0.069565217,0,0.060869565,0,0,0,0,0,0,0,0.069565217,0,0,0,0,0,0,0,0.060869565,0.384738943,2.541282805
